rank_drawdown_first,variant,account_mode,anchor_mode,add1_drop_pct,add2_drop_pct,sell_mode,sell_param_pct,max_extra_days,net_return_pct,cagr_pct,max_drawdown_pct,sharpe,dca_trade_events,rotation_resets,max_units,extra_exposure_days_pct,base_rotation_return_pct,base_rotation_max_drawdown_pct,soxl_only_return_pct,soxl_only_max_drawdown_pct,beats_base_return,reduces_base_drawdown,reduces_soxl_only_drawdown
1,reserve_cash; anchor=entry; add at 15%/20%; sell=rebound_from_low 5%; max_extra_days=none,reserve_cash,entry,15.0,20.0,rebound_from_low,5.0,none,5377.22,28.63,-28.74,1.17,23,123,3,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
2,reserve_cash; anchor=entry; add at 15%/20%; sell=rebound_from_low 5%; max_extra_days=5,reserve_cash,entry,15.0,20.0,rebound_from_low,5.0,5,5377.22,28.63,-28.74,1.17,23,123,3,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
3,reserve_cash; anchor=entry; add at 15%/20%; sell=rebound_from_low 5%; max_extra_days=10,reserve_cash,entry,15.0,20.0,rebound_from_low,5.0,10,5377.22,28.63,-28.74,1.17,23,123,3,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
4,reserve_cash; anchor=entry; add at 15%/20%; sell=rebound_from_low 5%; max_extra_days=20,reserve_cash,entry,15.0,20.0,rebound_from_low,5.0,20,5377.22,28.63,-28.74,1.17,23,123,3,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
5,reserve_cash; anchor=entry; add at 15%/20%; sell=rebound_from_low 5%; max_extra_days=40,reserve_cash,entry,15.0,20.0,rebound_from_low,5.0,40,5377.22,28.63,-28.74,1.17,23,123,3,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
6,reserve_cash; anchor=entry; add at 15%/20%; sell=rebound_from_low 5%; max_extra_days=63,reserve_cash,entry,15.0,20.0,rebound_from_low,5.0,63,5377.22,28.63,-28.74,1.17,23,123,3,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
7,reserve_cash; anchor=entry; add at 15%/20%; sell=extra_profit 3%; max_extra_days=none,reserve_cash,entry,15.0,20.0,extra_profit,3.0,none,5377.22,28.63,-28.74,1.17,23,123,3,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
8,reserve_cash; anchor=entry; add at 15%/20%; sell=extra_profit 3%; max_extra_days=5,reserve_cash,entry,15.0,20.0,extra_profit,3.0,5,5377.22,28.63,-28.74,1.17,23,123,3,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
9,reserve_cash; anchor=entry; add at 15%/20%; sell=extra_profit 3%; max_extra_days=10,reserve_cash,entry,15.0,20.0,extra_profit,3.0,10,5377.22,28.63,-28.74,1.17,23,123,3,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
10,reserve_cash; anchor=entry; add at 15%/20%; sell=extra_profit 3%; max_extra_days=20,reserve_cash,entry,15.0,20.0,extra_profit,3.0,20,5377.22,28.63,-28.74,1.17,23,123,3,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
11,reserve_cash; anchor=entry; add at 15%/20%; sell=extra_profit 3%; max_extra_days=40,reserve_cash,entry,15.0,20.0,extra_profit,3.0,40,5377.22,28.63,-28.74,1.17,23,123,3,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
12,reserve_cash; anchor=entry; add at 15%/20%; sell=extra_profit 3%; max_extra_days=63,reserve_cash,entry,15.0,20.0,extra_profit,3.0,63,5377.22,28.63,-28.74,1.17,23,123,3,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
13,reserve_cash; anchor=entry; add at 15%/20%; sell=extra_profit 5%; max_extra_days=none,reserve_cash,entry,15.0,20.0,extra_profit,5.0,none,5377.22,28.63,-28.74,1.17,23,123,3,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
14,reserve_cash; anchor=entry; add at 15%/20%; sell=extra_profit 5%; max_extra_days=5,reserve_cash,entry,15.0,20.0,extra_profit,5.0,5,5377.22,28.63,-28.74,1.17,23,123,3,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
15,reserve_cash; anchor=entry; add at 15%/20%; sell=extra_profit 5%; max_extra_days=10,reserve_cash,entry,15.0,20.0,extra_profit,5.0,10,5377.22,28.63,-28.74,1.17,23,123,3,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
16,reserve_cash; anchor=entry; add at 15%/20%; sell=extra_profit 5%; max_extra_days=20,reserve_cash,entry,15.0,20.0,extra_profit,5.0,20,5377.22,28.63,-28.74,1.17,23,123,3,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
17,reserve_cash; anchor=entry; add at 15%/20%; sell=extra_profit 5%; max_extra_days=40,reserve_cash,entry,15.0,20.0,extra_profit,5.0,40,5377.22,28.63,-28.74,1.17,23,123,3,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
18,reserve_cash; anchor=entry; add at 15%/20%; sell=extra_profit 5%; max_extra_days=63,reserve_cash,entry,15.0,20.0,extra_profit,5.0,63,5377.22,28.63,-28.74,1.17,23,123,3,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
19,reserve_cash; anchor=entry; add at 15%/30%; sell=rebound_from_low 5%; max_extra_days=none,reserve_cash,entry,15.0,30.0,rebound_from_low,5.0,none,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
20,reserve_cash; anchor=entry; add at 15%/30%; sell=rebound_from_low 5%; max_extra_days=5,reserve_cash,entry,15.0,30.0,rebound_from_low,5.0,5,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
21,reserve_cash; anchor=entry; add at 15%/30%; sell=rebound_from_low 5%; max_extra_days=10,reserve_cash,entry,15.0,30.0,rebound_from_low,5.0,10,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
22,reserve_cash; anchor=entry; add at 15%/30%; sell=rebound_from_low 5%; max_extra_days=20,reserve_cash,entry,15.0,30.0,rebound_from_low,5.0,20,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
23,reserve_cash; anchor=entry; add at 15%/30%; sell=rebound_from_low 5%; max_extra_days=40,reserve_cash,entry,15.0,30.0,rebound_from_low,5.0,40,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
24,reserve_cash; anchor=entry; add at 15%/30%; sell=rebound_from_low 5%; max_extra_days=63,reserve_cash,entry,15.0,30.0,rebound_from_low,5.0,63,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
25,reserve_cash; anchor=entry; add at 15%/30%; sell=extra_profit 3%; max_extra_days=none,reserve_cash,entry,15.0,30.0,extra_profit,3.0,none,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
26,reserve_cash; anchor=entry; add at 15%/30%; sell=extra_profit 3%; max_extra_days=5,reserve_cash,entry,15.0,30.0,extra_profit,3.0,5,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
27,reserve_cash; anchor=entry; add at 15%/30%; sell=extra_profit 3%; max_extra_days=10,reserve_cash,entry,15.0,30.0,extra_profit,3.0,10,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
28,reserve_cash; anchor=entry; add at 15%/30%; sell=extra_profit 3%; max_extra_days=20,reserve_cash,entry,15.0,30.0,extra_profit,3.0,20,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
29,reserve_cash; anchor=entry; add at 15%/30%; sell=extra_profit 3%; max_extra_days=40,reserve_cash,entry,15.0,30.0,extra_profit,3.0,40,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
30,reserve_cash; anchor=entry; add at 15%/30%; sell=extra_profit 3%; max_extra_days=63,reserve_cash,entry,15.0,30.0,extra_profit,3.0,63,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
31,reserve_cash; anchor=entry; add at 15%/30%; sell=extra_profit 5%; max_extra_days=none,reserve_cash,entry,15.0,30.0,extra_profit,5.0,none,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
32,reserve_cash; anchor=entry; add at 15%/30%; sell=extra_profit 5%; max_extra_days=5,reserve_cash,entry,15.0,30.0,extra_profit,5.0,5,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
33,reserve_cash; anchor=entry; add at 15%/30%; sell=extra_profit 5%; max_extra_days=10,reserve_cash,entry,15.0,30.0,extra_profit,5.0,10,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
34,reserve_cash; anchor=entry; add at 15%/30%; sell=extra_profit 5%; max_extra_days=20,reserve_cash,entry,15.0,30.0,extra_profit,5.0,20,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
35,reserve_cash; anchor=entry; add at 15%/30%; sell=extra_profit 5%; max_extra_days=40,reserve_cash,entry,15.0,30.0,extra_profit,5.0,40,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
36,reserve_cash; anchor=entry; add at 15%/30%; sell=extra_profit 5%; max_extra_days=63,reserve_cash,entry,15.0,30.0,extra_profit,5.0,63,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
37,reserve_cash; anchor=entry; add at 15%/40%; sell=rebound_from_low 5%; max_extra_days=none,reserve_cash,entry,15.0,40.0,rebound_from_low,5.0,none,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
38,reserve_cash; anchor=entry; add at 15%/40%; sell=rebound_from_low 5%; max_extra_days=5,reserve_cash,entry,15.0,40.0,rebound_from_low,5.0,5,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
39,reserve_cash; anchor=entry; add at 15%/40%; sell=rebound_from_low 5%; max_extra_days=10,reserve_cash,entry,15.0,40.0,rebound_from_low,5.0,10,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
40,reserve_cash; anchor=entry; add at 15%/40%; sell=rebound_from_low 5%; max_extra_days=20,reserve_cash,entry,15.0,40.0,rebound_from_low,5.0,20,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
41,reserve_cash; anchor=entry; add at 15%/40%; sell=rebound_from_low 5%; max_extra_days=40,reserve_cash,entry,15.0,40.0,rebound_from_low,5.0,40,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
42,reserve_cash; anchor=entry; add at 15%/40%; sell=rebound_from_low 5%; max_extra_days=63,reserve_cash,entry,15.0,40.0,rebound_from_low,5.0,63,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
43,reserve_cash; anchor=entry; add at 15%/40%; sell=extra_profit 3%; max_extra_days=none,reserve_cash,entry,15.0,40.0,extra_profit,3.0,none,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
44,reserve_cash; anchor=entry; add at 15%/40%; sell=extra_profit 3%; max_extra_days=5,reserve_cash,entry,15.0,40.0,extra_profit,3.0,5,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
45,reserve_cash; anchor=entry; add at 15%/40%; sell=extra_profit 3%; max_extra_days=10,reserve_cash,entry,15.0,40.0,extra_profit,3.0,10,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
46,reserve_cash; anchor=entry; add at 15%/40%; sell=extra_profit 3%; max_extra_days=20,reserve_cash,entry,15.0,40.0,extra_profit,3.0,20,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
47,reserve_cash; anchor=entry; add at 15%/40%; sell=extra_profit 3%; max_extra_days=40,reserve_cash,entry,15.0,40.0,extra_profit,3.0,40,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
48,reserve_cash; anchor=entry; add at 15%/40%; sell=extra_profit 3%; max_extra_days=63,reserve_cash,entry,15.0,40.0,extra_profit,3.0,63,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
49,reserve_cash; anchor=entry; add at 15%/40%; sell=extra_profit 5%; max_extra_days=none,reserve_cash,entry,15.0,40.0,extra_profit,5.0,none,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
50,reserve_cash; anchor=entry; add at 15%/40%; sell=extra_profit 5%; max_extra_days=5,reserve_cash,entry,15.0,40.0,extra_profit,5.0,5,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
51,reserve_cash; anchor=entry; add at 15%/40%; sell=extra_profit 5%; max_extra_days=10,reserve_cash,entry,15.0,40.0,extra_profit,5.0,10,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
52,reserve_cash; anchor=entry; add at 15%/40%; sell=extra_profit 5%; max_extra_days=20,reserve_cash,entry,15.0,40.0,extra_profit,5.0,20,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
53,reserve_cash; anchor=entry; add at 15%/40%; sell=extra_profit 5%; max_extra_days=40,reserve_cash,entry,15.0,40.0,extra_profit,5.0,40,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
54,reserve_cash; anchor=entry; add at 15%/40%; sell=extra_profit 5%; max_extra_days=63,reserve_cash,entry,15.0,40.0,extra_profit,5.0,63,5377.22,28.63,-28.74,1.17,22,123,2,0.57,775116.8,-79.24,41069.8,-66.18,False,True,True
55,reserve_cash; anchor=entry; add at 15%/20%; sell=recover_to_anchor 10%; max_extra_days=none,reserve_cash,entry,15.0,20.0,recover_to_anchor,10.0,none,5299.07,28.51,-29.1,1.17,21,123,3,0.62,775116.8,-79.24,41069.8,-66.18,False,True,True
56,reserve_cash; anchor=entry; add at 15%/20%; sell=recover_to_anchor 10%; max_extra_days=5,reserve_cash,entry,15.0,20.0,recover_to_anchor,10.0,5,5299.07,28.51,-29.1,1.17,21,123,3,0.62,775116.8,-79.24,41069.8,-66.18,False,True,True
57,reserve_cash; anchor=entry; add at 15%/20%; sell=recover_to_anchor 10%; max_extra_days=10,reserve_cash,entry,15.0,20.0,recover_to_anchor,10.0,10,5299.07,28.51,-29.1,1.17,21,123,3,0.62,775116.8,-79.24,41069.8,-66.18,False,True,True
58,reserve_cash; anchor=entry; add at 15%/20%; sell=recover_to_anchor 10%; max_extra_days=20,reserve_cash,entry,15.0,20.0,recover_to_anchor,10.0,20,5299.07,28.51,-29.1,1.17,21,123,3,0.62,775116.8,-79.24,41069.8,-66.18,False,True,True
59,reserve_cash; anchor=entry; add at 15%/20%; sell=recover_to_anchor 10%; max_extra_days=40,reserve_cash,entry,15.0,20.0,recover_to_anchor,10.0,40,5299.07,28.51,-29.1,1.17,21,123,3,0.62,775116.8,-79.24,41069.8,-66.18,False,True,True
60,reserve_cash; anchor=entry; add at 15%/20%; sell=recover_to_anchor 10%; max_extra_days=63,reserve_cash,entry,15.0,20.0,recover_to_anchor,10.0,63,5299.07,28.51,-29.1,1.17,21,123,3,0.62,775116.8,-79.24,41069.8,-66.18,False,True,True
61,reserve_cash; anchor=entry; add at 15%/30%; sell=recover_to_anchor 10%; max_extra_days=none,reserve_cash,entry,15.0,30.0,recover_to_anchor,10.0,none,5299.07,28.51,-29.1,1.17,20,123,2,0.62,775116.8,-79.24,41069.8,-66.18,False,True,True
62,reserve_cash; anchor=entry; add at 15%/30%; sell=recover_to_anchor 10%; max_extra_days=5,reserve_cash,entry,15.0,30.0,recover_to_anchor,10.0,5,5299.07,28.51,-29.1,1.17,20,123,2,0.62,775116.8,-79.24,41069.8,-66.18,False,True,True
63,reserve_cash; anchor=entry; add at 15%/30%; sell=recover_to_anchor 10%; max_extra_days=10,reserve_cash,entry,15.0,30.0,recover_to_anchor,10.0,10,5299.07,28.51,-29.1,1.17,20,123,2,0.62,775116.8,-79.24,41069.8,-66.18,False,True,True
64,reserve_cash; anchor=entry; add at 15%/30%; sell=recover_to_anchor 10%; max_extra_days=20,reserve_cash,entry,15.0,30.0,recover_to_anchor,10.0,20,5299.07,28.51,-29.1,1.17,20,123,2,0.62,775116.8,-79.24,41069.8,-66.18,False,True,True
65,reserve_cash; anchor=entry; add at 15%/30%; sell=recover_to_anchor 10%; max_extra_days=40,reserve_cash,entry,15.0,30.0,recover_to_anchor,10.0,40,5299.07,28.51,-29.1,1.17,20,123,2,0.62,775116.8,-79.24,41069.8,-66.18,False,True,True
66,reserve_cash; anchor=entry; add at 15%/30%; sell=recover_to_anchor 10%; max_extra_days=63,reserve_cash,entry,15.0,30.0,recover_to_anchor,10.0,63,5299.07,28.51,-29.1,1.17,20,123,2,0.62,775116.8,-79.24,41069.8,-66.18,False,True,True
67,reserve_cash; anchor=entry; add at 15%/40%; sell=recover_to_anchor 10%; max_extra_days=none,reserve_cash,entry,15.0,40.0,recover_to_anchor,10.0,none,5299.07,28.51,-29.1,1.17,20,123,2,0.62,775116.8,-79.24,41069.8,-66.18,False,True,True
68,reserve_cash; anchor=entry; add at 15%/40%; sell=recover_to_anchor 10%; max_extra_days=5,reserve_cash,entry,15.0,40.0,recover_to_anchor,10.0,5,5299.07,28.51,-29.1,1.17,20,123,2,0.62,775116.8,-79.24,41069.8,-66.18,False,True,True
69,reserve_cash; anchor=entry; add at 15%/40%; sell=recover_to_anchor 10%; max_extra_days=10,reserve_cash,entry,15.0,40.0,recover_to_anchor,10.0,10,5299.07,28.51,-29.1,1.17,20,123,2,0.62,775116.8,-79.24,41069.8,-66.18,False,True,True
70,reserve_cash; anchor=entry; add at 15%/40%; sell=recover_to_anchor 10%; max_extra_days=20,reserve_cash,entry,15.0,40.0,recover_to_anchor,10.0,20,5299.07,28.51,-29.1,1.17,20,123,2,0.62,775116.8,-79.24,41069.8,-66.18,False,True,True
71,reserve_cash; anchor=entry; add at 15%/40%; sell=recover_to_anchor 10%; max_extra_days=40,reserve_cash,entry,15.0,40.0,recover_to_anchor,10.0,40,5299.07,28.51,-29.1,1.17,20,123,2,0.62,775116.8,-79.24,41069.8,-66.18,False,True,True
72,reserve_cash; anchor=entry; add at 15%/40%; sell=recover_to_anchor 10%; max_extra_days=63,reserve_cash,entry,15.0,40.0,recover_to_anchor,10.0,63,5299.07,28.51,-29.1,1.17,20,123,2,0.62,775116.8,-79.24,41069.8,-66.18,False,True,True
73,reserve_cash; anchor=entry; add at 15%/20%; sell=rebound_from_low 10%; max_extra_days=none,reserve_cash,entry,15.0,20.0,rebound_from_low,10.0,none,5218.63,28.39,-30.16,1.16,21,123,3,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
74,reserve_cash; anchor=entry; add at 15%/20%; sell=rebound_from_low 10%; max_extra_days=5,reserve_cash,entry,15.0,20.0,rebound_from_low,10.0,5,5218.63,28.39,-30.16,1.16,21,123,3,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
75,reserve_cash; anchor=entry; add at 15%/20%; sell=rebound_from_low 10%; max_extra_days=10,reserve_cash,entry,15.0,20.0,rebound_from_low,10.0,10,5218.63,28.39,-30.16,1.16,21,123,3,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
76,reserve_cash; anchor=entry; add at 15%/20%; sell=rebound_from_low 10%; max_extra_days=20,reserve_cash,entry,15.0,20.0,rebound_from_low,10.0,20,5218.63,28.39,-30.16,1.16,21,123,3,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
77,reserve_cash; anchor=entry; add at 15%/20%; sell=rebound_from_low 10%; max_extra_days=40,reserve_cash,entry,15.0,20.0,rebound_from_low,10.0,40,5218.63,28.39,-30.16,1.16,21,123,3,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
78,reserve_cash; anchor=entry; add at 15%/20%; sell=rebound_from_low 10%; max_extra_days=63,reserve_cash,entry,15.0,20.0,rebound_from_low,10.0,63,5218.63,28.39,-30.16,1.16,21,123,3,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
79,reserve_cash; anchor=entry; add at 15%/20%; sell=extra_profit 10%; max_extra_days=none,reserve_cash,entry,15.0,20.0,extra_profit,10.0,none,5218.63,28.39,-30.16,1.16,21,123,3,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
80,reserve_cash; anchor=entry; add at 15%/20%; sell=extra_profit 10%; max_extra_days=5,reserve_cash,entry,15.0,20.0,extra_profit,10.0,5,5218.63,28.39,-30.16,1.16,21,123,3,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
81,reserve_cash; anchor=entry; add at 15%/20%; sell=extra_profit 10%; max_extra_days=10,reserve_cash,entry,15.0,20.0,extra_profit,10.0,10,5218.63,28.39,-30.16,1.16,21,123,3,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
82,reserve_cash; anchor=entry; add at 15%/20%; sell=extra_profit 10%; max_extra_days=20,reserve_cash,entry,15.0,20.0,extra_profit,10.0,20,5218.63,28.39,-30.16,1.16,21,123,3,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
83,reserve_cash; anchor=entry; add at 15%/20%; sell=extra_profit 10%; max_extra_days=40,reserve_cash,entry,15.0,20.0,extra_profit,10.0,40,5218.63,28.39,-30.16,1.16,21,123,3,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
84,reserve_cash; anchor=entry; add at 15%/20%; sell=extra_profit 10%; max_extra_days=63,reserve_cash,entry,15.0,20.0,extra_profit,10.0,63,5218.63,28.39,-30.16,1.16,21,123,3,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
85,reserve_cash; anchor=entry; add at 15%/30%; sell=rebound_from_low 10%; max_extra_days=none,reserve_cash,entry,15.0,30.0,rebound_from_low,10.0,none,5218.63,28.39,-30.16,1.16,20,123,2,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
86,reserve_cash; anchor=entry; add at 15%/30%; sell=rebound_from_low 10%; max_extra_days=5,reserve_cash,entry,15.0,30.0,rebound_from_low,10.0,5,5218.63,28.39,-30.16,1.16,20,123,2,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
87,reserve_cash; anchor=entry; add at 15%/30%; sell=rebound_from_low 10%; max_extra_days=10,reserve_cash,entry,15.0,30.0,rebound_from_low,10.0,10,5218.63,28.39,-30.16,1.16,20,123,2,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
88,reserve_cash; anchor=entry; add at 15%/30%; sell=rebound_from_low 10%; max_extra_days=20,reserve_cash,entry,15.0,30.0,rebound_from_low,10.0,20,5218.63,28.39,-30.16,1.16,20,123,2,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
89,reserve_cash; anchor=entry; add at 15%/30%; sell=rebound_from_low 10%; max_extra_days=40,reserve_cash,entry,15.0,30.0,rebound_from_low,10.0,40,5218.63,28.39,-30.16,1.16,20,123,2,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
90,reserve_cash; anchor=entry; add at 15%/30%; sell=rebound_from_low 10%; max_extra_days=63,reserve_cash,entry,15.0,30.0,rebound_from_low,10.0,63,5218.63,28.39,-30.16,1.16,20,123,2,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
91,reserve_cash; anchor=entry; add at 15%/30%; sell=extra_profit 10%; max_extra_days=none,reserve_cash,entry,15.0,30.0,extra_profit,10.0,none,5218.63,28.39,-30.16,1.16,20,123,2,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
92,reserve_cash; anchor=entry; add at 15%/30%; sell=extra_profit 10%; max_extra_days=5,reserve_cash,entry,15.0,30.0,extra_profit,10.0,5,5218.63,28.39,-30.16,1.16,20,123,2,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
93,reserve_cash; anchor=entry; add at 15%/30%; sell=extra_profit 10%; max_extra_days=10,reserve_cash,entry,15.0,30.0,extra_profit,10.0,10,5218.63,28.39,-30.16,1.16,20,123,2,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
94,reserve_cash; anchor=entry; add at 15%/30%; sell=extra_profit 10%; max_extra_days=20,reserve_cash,entry,15.0,30.0,extra_profit,10.0,20,5218.63,28.39,-30.16,1.16,20,123,2,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
95,reserve_cash; anchor=entry; add at 15%/30%; sell=extra_profit 10%; max_extra_days=40,reserve_cash,entry,15.0,30.0,extra_profit,10.0,40,5218.63,28.39,-30.16,1.16,20,123,2,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
96,reserve_cash; anchor=entry; add at 15%/30%; sell=extra_profit 10%; max_extra_days=63,reserve_cash,entry,15.0,30.0,extra_profit,10.0,63,5218.63,28.39,-30.16,1.16,20,123,2,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
97,reserve_cash; anchor=entry; add at 15%/40%; sell=rebound_from_low 10%; max_extra_days=none,reserve_cash,entry,15.0,40.0,rebound_from_low,10.0,none,5218.63,28.39,-30.16,1.16,20,123,2,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
98,reserve_cash; anchor=entry; add at 15%/40%; sell=rebound_from_low 10%; max_extra_days=5,reserve_cash,entry,15.0,40.0,rebound_from_low,10.0,5,5218.63,28.39,-30.16,1.16,20,123,2,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
99,reserve_cash; anchor=entry; add at 15%/40%; sell=rebound_from_low 10%; max_extra_days=10,reserve_cash,entry,15.0,40.0,rebound_from_low,10.0,10,5218.63,28.39,-30.16,1.16,20,123,2,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
100,reserve_cash; anchor=entry; add at 15%/40%; sell=rebound_from_low 10%; max_extra_days=20,reserve_cash,entry,15.0,40.0,rebound_from_low,10.0,20,5218.63,28.39,-30.16,1.16,20,123,2,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
101,reserve_cash; anchor=entry; add at 15%/40%; sell=rebound_from_low 10%; max_extra_days=40,reserve_cash,entry,15.0,40.0,rebound_from_low,10.0,40,5218.63,28.39,-30.16,1.16,20,123,2,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
102,reserve_cash; anchor=entry; add at 15%/40%; sell=rebound_from_low 10%; max_extra_days=63,reserve_cash,entry,15.0,40.0,rebound_from_low,10.0,63,5218.63,28.39,-30.16,1.16,20,123,2,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
103,reserve_cash; anchor=entry; add at 15%/40%; sell=extra_profit 10%; max_extra_days=none,reserve_cash,entry,15.0,40.0,extra_profit,10.0,none,5218.63,28.39,-30.16,1.16,20,123,2,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
104,reserve_cash; anchor=entry; add at 15%/40%; sell=extra_profit 10%; max_extra_days=5,reserve_cash,entry,15.0,40.0,extra_profit,10.0,5,5218.63,28.39,-30.16,1.16,20,123,2,0.6,775116.8,-79.24,41069.8,-66.18,False,True,True
