date,allocation_signal,SMH_close,QQQ_close,Rank 1 from SOXL/TQQQ top five_equity,Rank 1 from SOXL/TQQQ top five_exposure,Rank 1 from SOXL/TQQQ top five_cash,Rank 2 from SOXL/TQQQ top five_equity,Rank 2 from SOXL/TQQQ top five_exposure,Rank 2 from SOXL/TQQQ top five_cash,Rank 3 from SOXL/TQQQ top five_equity,Rank 3 from SOXL/TQQQ top five_exposure,Rank 3 from SOXL/TQQQ top five_cash,Rank 4 from SOXL/TQQQ top five_equity,Rank 4 from SOXL/TQQQ top five_exposure,Rank 4 from SOXL/TQQQ top five_cash,Rank 5 from SOXL/TQQQ top five_equity,Rank 5 from SOXL/TQQQ top five_exposure,Rank 5 from SOXL/TQQQ top five_cash
2010-03-11,QQQ,11.50622272491455,41.09797668457031,1.0,0.0,False,1.0,0.0,False,1.0,0.0,False,1.0,0.0,False,1.0,0.0,False
2010-03-12,QQQ,11.468008995056152,41.106666564941406,1.000211443021582,1.0,False,1.000211443021582,1.0,False,1.000211443021582,1.0,False,1.000211443021582,1.0,False,1.000211443021582,1.0,False
2010-03-15,QQQ,11.391582489013672,41.002540588378906,0.9976778395461197,1.0,False,0.9976778395461197,1.0,False,0.9976778395461197,1.0,False,0.9976778395461197,1.0,False,0.9976778395461197,1.0,False
2010-03-16,QQQ,11.743988990783691,41.262901306152344,1.0040129620698324,1.0,False,1.0040129620698324,1.0,False,1.0040129620698324,1.0,False,1.0040129620698324,1.0,False,1.0040129620698324,1.0,False
2010-03-17,QQQ,11.909577369689941,41.375732421875,1.006758379845229,1.0,False,1.006758379845229,1.0,False,1.006758379845229,1.0,False,1.006758379845229,1.0,False,1.006758379845229,1.0,False
2010-03-18,QQQ,11.824660301208496,41.514617919921875,1.0101377554070197,1.0,False,1.0101377554070197,1.0,False,1.0101377554070197,1.0,False,1.0101377554070197,1.0,False,1.0101377554070197,1.0,False
2010-03-19,QQQ,11.671808242797852,41.26350402832031,1.0040276275647446,1.0,False,1.0040276275647446,1.0,False,1.0040276275647446,1.0,False,1.0040276275647446,1.0,False,1.0040276275647446,1.0,False
2010-03-22,QQQ,11.884101867675781,41.63712692260742,1.0131186564773038,1.0,False,1.0131186564773038,1.0,False,1.0131186564773038,1.0,False,1.0131186564773038,1.0,False,1.0131186564773038,1.0,False
2010-03-23,QQQ,12.147342681884766,41.92385482788086,1.0200953479936306,1.0,False,1.0200953479936306,1.0,False,1.0200953479936306,1.0,False,1.0200953479936306,1.0,False,1.0200953479936306,1.0,False
2010-03-24,QQQ,11.87136459350586,41.724029541015625,1.0152331795127123,1.0,False,1.0152331795127123,1.0,False,1.0152331795127123,1.0,False,1.0152331795127123,1.0,False,1.0152331795127123,1.0,False
2010-03-25,QQQ,11.85013484954834,41.663185119628906,1.013752707083286,1.0,False,1.013752707083286,1.0,False,1.013752707083286,1.0,False,1.013752707083286,1.0,False,1.013752707083286,1.0,False
2010-03-26,QQQ,11.803430557250977,41.706634521484375,1.0148099221911961,1.0,False,1.0148099221911961,1.0,False,1.0148099221911961,1.0,False,1.0148099221911961,1.0,False,1.0148099221911961,1.0,False
2010-03-29,QQQ,11.867118835449219,41.90647506713867,1.0196724619504667,1.0,False,1.0196724619504667,1.0,False,1.0196724619504667,1.0,False,1.0196724619504667,1.0,False,1.0196724619504667,1.0,False
2010-03-30,QQQ,11.9053316116333,42.04551696777344,1.0230556431153672,1.0,False,1.0230556431153672,1.0,False,1.0230556431153672,1.0,False,1.0230556431153672,1.0,False,1.0230556431153672,1.0,False
2010-03-31,QQQ,11.833152770996094,41.845672607421875,1.0181930105365087,1.0,False,1.0181930105365087,1.0,False,1.0181930105365087,1.0,False,1.0181930105365087,1.0,False,1.0181930105365087,1.0,False
2010-04-01,QQQ,11.854379653930664,41.845672607421875,1.0181930105365087,1.0,False,1.0181930105365087,1.0,False,1.0181930105365087,1.0,False,1.0181930105365087,1.0,False,1.0181930105365087,1.0,False
2010-04-05,QQQ,12.134604454040527,42.236656188964844,1.0277064613942917,1.0,False,1.0277064613942917,1.0,False,1.0277064613942917,1.0,False,1.0277064613942917,1.0,False,1.0277064613942917,1.0,False
2010-04-06,QQQ,12.036951065063477,42.358306884765625,1.030666478057264,1.0,False,1.030666478057264,1.0,False,1.030666478057264,1.0,False,1.030666478057264,1.0,False,1.030666478057264,1.0,False
2010-04-07,QQQ,12.100637435913086,42.25404357910156,1.0281295330766318,1.0,False,1.0281295330766318,1.0,False,1.0281295330766318,1.0,False,1.0281295330766318,1.0,False,1.0281295330766318,1.0,False
2010-04-08,QQQ,11.918068885803223,42.34962844848633,1.0304553134944463,1.0,False,1.0304553134944463,1.0,False,1.0304553134944463,1.0,False,1.0304553134944463,1.0,False,1.0304553134944463,1.0,False
2010-04-09,QQQ,12.049688339233398,42.60160446166992,1.0365864185636209,1.0,False,1.0365864185636209,1.0,False,1.0365864185636209,1.0,False,1.0365864185636209,1.0,False,1.0365864185636209,1.0,False
2010-04-12,QQQ,12.20678424835205,42.63636016845703,1.037432097830361,1.0,False,1.037432097830361,1.0,False,1.037432097830361,1.0,False,1.037432097830361,1.0,False,1.037432097830361,1.0,False
2010-04-13,QQQ,12.304439544677734,42.85356903076172,1.0427172451740314,1.0,False,1.0427172451740314,1.0,False,1.0427172451740314,1.0,False,1.0427172451740314,1.0,False,1.0427172451740314,1.0,False
2010-04-14,QQQ,12.805448532104492,43.36621856689453,1.055191083973139,1.0,False,1.055191083973139,1.0,False,1.055191083973139,1.0,False,1.055191083973139,1.0,False,1.055191083973139,1.0,False
2010-04-15,QQQ,12.928576469421387,43.5573844909668,1.0598425519891799,1.0,False,1.0598425519891799,1.0,False,1.0598425519891799,1.0,False,1.0598425519891799,1.0,False,1.0598425519891799,1.0,False
