rank_balanced,variant,unit_exposure,max_exposure,anchor_mode,add1_drop_pct,add2_drop_pct,sell_mode,sell_param_pct,max_extra_days,trend_guard_sma,trend_guard_exposure,equity_dd_guard_pct,equity_dd_guard_exposure,net_return_pct,cagr_pct,max_drawdown_pct,calmar,sharpe,dca_trade_events,rotation_resets,max_exposure_used,avg_exposure,days_above_1x_pct,base_rotation_return_pct,base_rotation_max_drawdown_pct,soxl_only_return_pct,soxl_only_max_drawdown_pct,beats_base_return,reduces_base_drawdown,beats_soxl_only_return,reduces_soxl_only_drawdown
1,"unit=0.67, cap=2.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,2.0,rolling_high,10.0,20.0,extra_profit,20.0,20,200,0.75,45.0,0.75,2823010.49,90.5,-65.54,1.381,1.26,304,123,2.0,0.929,29.7,775116.8,-79.24,41069.8,-66.18,True,True,True,True
2,"unit=0.50, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 15%, max_days=10, trend_sma=200, dd_guard=45.0",0.5,1.5,rolling_high,5.0,20.0,extra_profit,15.0,10,200,0.75,45.0,0.75,1803661.49,85.21,-62.91,1.355,1.32,638,123,1.5,0.793,6.7,775116.8,-79.24,41069.8,-66.18,True,True,True,True
3,"unit=0.50, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.5,1.5,rolling_high,5.0,20.0,extra_profit,20.0,10,200,0.75,45.0,0.75,1679568.12,84.38,-62.83,1.343,1.31,622,123,1.5,0.802,6.83,775116.8,-79.24,41069.8,-66.18,True,True,True,True
4,"unit=0.50, cap=1.50, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.5,1.5,rolling_high,5.0,20.0,rebound_from_low,20.0,10,200,0.75,45.0,0.75,1609763.57,83.89,-64.27,1.305,1.3,630,123,1.5,0.798,6.4,775116.8,-79.24,41069.8,-66.18,True,True,True,True
5,"unit=0.50, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=45.0",0.5,1.5,rolling_high,5.0,20.0,extra_profit,15.0,20,200,0.75,45.0,0.75,1391361.05,82.21,-61.95,1.327,1.28,447,123,1.5,0.818,8.15,775116.8,-79.24,41069.8,-66.18,True,True,True,True
6,"unit=0.50, cap=1.50, anchor=rolling_high, add=5%/40%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=45.0",0.5,1.5,rolling_high,5.0,40.0,extra_profit,15.0,20,200,0.75,45.0,0.75,1384167.59,82.15,-62.64,1.311,1.34,383,123,1.5,0.782,0.5,775116.8,-79.24,41069.8,-66.18,True,True,True,True
7,"unit=0.67, cap=1.50, anchor=rolling_high, add=10%/20%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,1.5,rolling_high,10.0,20.0,extra_profit,20.0,20,200,0.75,45.0,0.75,1287744.67,81.33,-65.19,1.248,1.23,304,123,1.5,0.899,30.8,775116.8,-79.24,41069.8,-66.18,True,True,True,True
8,"unit=0.67, cap=2.00, anchor=rolling_high, add=10%/20%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,2.0,rolling_high,10.0,20.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,1257841.59,81.06,-65.38,1.24,1.2,314,123,2.0,0.914,28.5,775116.8,-79.24,41069.8,-66.18,True,True,True,True
9,"unit=0.67, cap=1.50, anchor=rolling_high, add=10%/30%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,1.5,rolling_high,10.0,30.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,1204378.6,80.56,-65.35,1.233,1.23,269,123,1.5,0.885,30.45,775116.8,-79.24,41069.8,-66.18,True,True,True,True
10,"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/40%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,1.0,rolling_high,5.0,40.0,extra_profit,15.0,20,200,0.75,45.0,0.75,1195788.6,80.48,-66.13,1.217,1.29,383,123,1.0,0.842,0.0,775116.8,-79.24,41069.8,-66.18,True,True,True,True
11,"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,1.0,rolling_high,5.0,20.0,extra_profit,15.0,20,200,0.75,45.0,0.75,1193305.03,80.46,-65.71,1.224,1.29,447,123,1.0,0.842,0.0,775116.8,-79.24,41069.8,-66.18,True,True,True,True
12,"unit=0.50, cap=1.50, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.5,1.5,rolling_high,5.0,20.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,1107810.14,79.62,-64.2,1.24,1.26,435,123,1.5,0.829,7.78,775116.8,-79.24,41069.8,-66.18,True,True,True,True
13,"unit=0.50, cap=1.50, anchor=rolling_high, add=5%/40%, sell=rebound_from_low 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.5,1.5,rolling_high,5.0,40.0,rebound_from_low,20.0,10,200,0.75,45.0,0.75,1104776.13,79.59,-64.27,1.238,1.32,545,123,1.5,0.768,0.22,775116.8,-79.24,41069.8,-66.18,True,True,True,True
14,"unit=0.50, cap=1.50, anchor=rolling_high, add=5%/40%, sell=extra_profit 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.5,1.5,rolling_high,5.0,40.0,extra_profit,20.0,10,200,0.75,45.0,0.75,1081211.95,79.34,-62.83,1.263,1.32,539,123,1.5,0.772,0.38,775116.8,-79.24,41069.8,-66.18,True,True,True,True
15,"unit=0.67, cap=2.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,2.0,rolling_high,10.0,20.0,extra_profit,15.0,20,200,0.75,45.0,0.75,1066301.04,79.19,-65.54,1.208,1.19,311,123,2.0,0.905,27.15,775116.8,-79.24,41069.8,-66.18,True,True,True,True
16,"unit=0.67, cap=1.50, anchor=rolling_high, add=10%/20%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,1.5,rolling_high,10.0,20.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,1052320.88,79.04,-65.35,1.209,1.21,314,123,1.5,0.891,29.85,775116.8,-79.24,41069.8,-66.18,True,True,True,True
17,"unit=0.67, cap=2.00, anchor=rolling_high, add=10%/30%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,2.0,rolling_high,10.0,30.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,1026198.5,78.76,-65.35,1.205,1.21,269,123,2.0,0.886,29.75,775116.8,-79.24,41069.8,-66.18,True,True,True,True
18,"unit=0.50, cap=1.50, anchor=rolling_high, add=5%/40%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.5,1.5,rolling_high,5.0,40.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,985748.34,78.3,-64.2,1.22,1.3,369,123,1.5,0.793,0.18,775116.8,-79.24,41069.8,-66.18,True,True,True,True
19,"unit=0.50, cap=1.50, anchor=rolling_high, add=5%/40%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.5,1.5,rolling_high,5.0,40.0,extra_profit,20.0,20,200,0.75,45.0,0.75,974761.63,78.18,-63.44,1.232,1.3,349,123,1.5,0.801,0.38,775116.8,-79.24,41069.8,-66.18,True,True,True,True
20,"unit=0.67, cap=1.50, anchor=rolling_high, add=10%/30%, sell=rebound_from_low 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.67,1.5,rolling_high,10.0,30.0,rebound_from_low,20.0,10,200,0.75,45.0,0.75,968053.67,78.1,-65.9,1.185,1.22,373,123,1.5,0.858,26.6,775116.8,-79.24,41069.8,-66.18,True,True,True,True
21,"unit=0.67, cap=1.50, anchor=rolling_high, add=10%/30%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,1.5,rolling_high,10.0,30.0,extra_profit,15.0,20,200,0.75,45.0,0.75,937068.35,77.74,-64.53,1.205,1.21,273,123,1.5,0.879,29.5,775116.8,-79.24,41069.8,-66.18,True,True,True,True
22,"unit=0.50, cap=1.00, anchor=rolling_high, add=5%/40%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=45.0",0.5,1.0,rolling_high,5.0,40.0,extra_profit,15.0,20,200,0.75,45.0,0.75,932594.02,77.68,-62.64,1.24,1.31,383,123,1.0,0.779,0.0,775116.8,-79.24,41069.8,-66.18,True,True,True,True
23,"unit=0.50, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.5,1.0,rolling_high,5.0,20.0,extra_profit,20.0,10,200,0.75,45.0,0.75,928011.33,77.63,-62.83,1.235,1.31,622,123,1.0,0.769,0.0,775116.8,-79.24,41069.8,-66.18,True,True,True,True
24,"unit=0.67, cap=1.50, anchor=rolling_high, add=10%/20%, sell=extra_profit 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.67,1.5,rolling_high,10.0,20.0,extra_profit,20.0,10,200,0.75,45.0,0.75,916497.39,77.49,-65.9,1.176,1.21,427,123,1.5,0.863,26.0,775116.8,-79.24,41069.8,-66.18,True,True,True,True
25,"unit=0.67, cap=1.50, anchor=rolling_high, add=10%/20%, sell=rebound_from_low 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.67,1.5,rolling_high,10.0,20.0,rebound_from_low,20.0,10,200,0.75,45.0,0.75,906474.87,77.37,-65.9,1.174,1.21,432,123,1.5,0.863,26.12,775116.8,-79.24,41069.8,-66.18,True,True,True,True
26,"unit=0.50, cap=1.00, anchor=rolling_high, add=5%/40%, sell=extra_profit 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.5,1.0,rolling_high,5.0,40.0,extra_profit,20.0,10,200,0.75,45.0,0.75,891442.78,77.18,-62.83,1.228,1.3,539,123,1.0,0.77,0.0,775116.8,-79.24,41069.8,-66.18,True,True,True,True
27,"unit=0.50, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=45.0",0.5,1.0,rolling_high,5.0,20.0,extra_profit,15.0,20,200,0.75,45.0,0.75,883987.47,77.09,-61.95,1.244,1.3,447,123,1.0,0.778,0.0,775116.8,-79.24,41069.8,-66.18,True,True,True,True
28,"unit=0.67, cap=2.00, anchor=rolling_high, add=10%/20%, sell=rebound_from_low 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.67,2.0,rolling_high,10.0,20.0,rebound_from_low,20.0,10,200,0.75,45.0,0.75,851842.27,76.67,-65.9,1.163,1.17,432,123,2.0,0.875,24.43,775116.8,-79.24,41069.8,-66.18,True,True,True,True
29,"unit=0.67, cap=2.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.67,2.0,rolling_high,10.0,20.0,extra_profit,20.0,10,200,0.75,45.0,0.75,845356.14,76.59,-65.9,1.162,1.17,427,123,2.0,0.879,24.5,775116.8,-79.24,41069.8,-66.18,True,True,True,True
30,"unit=0.50, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.5,1.0,rolling_high,5.0,20.0,rebound_from_low,20.0,10,200,0.75,45.0,0.75,813889.67,76.17,-64.27,1.185,1.3,630,123,1.0,0.767,0.0,775116.8,-79.24,41069.8,-66.18,True,True,True,True
31,"unit=0.50, cap=1.00, anchor=rolling_high, add=5%/40%, sell=rebound_from_low 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.5,1.0,rolling_high,5.0,40.0,rebound_from_low,20.0,10,200,0.75,45.0,0.75,813889.67,76.17,-64.27,1.185,1.3,545,123,1.0,0.767,0.0,775116.8,-79.24,41069.8,-66.18,True,True,True,True
32,"unit=0.50, cap=1.50, anchor=rolling_high, add=5%/40%, sell=extra_profit 15%, max_days=10, trend_sma=200, dd_guard=45.0",0.5,1.5,rolling_high,5.0,40.0,extra_profit,15.0,10,200,0.75,45.0,0.75,810646.15,76.12,-62.91,1.21,1.29,556,123,1.5,0.761,0.18,775116.8,-79.24,41069.8,-66.18,True,True,True,True
33,"unit=0.50, cap=1.00, anchor=rolling_high, add=5%/40%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.5,1.0,rolling_high,5.0,40.0,extra_profit,20.0,20,200,0.75,45.0,0.75,803674.39,76.03,-63.44,1.198,1.28,349,123,1.0,0.799,0.0,775116.8,-79.24,41069.8,-66.18,True,True,True,True
34,"unit=0.50, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.5,1.0,rolling_high,5.0,20.0,extra_profit,20.0,20,200,0.75,45.0,0.75,802627.08,76.01,-62.95,1.208,1.28,412,123,1.0,0.798,0.0,775116.8,-79.24,41069.8,-66.18,True,True,True,True
35,"unit=0.50, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.5,1.0,rolling_high,5.0,20.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,744142.83,75.18,-64.2,1.171,1.28,435,123,1.0,0.792,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
36,"unit=0.50, cap=1.00, anchor=rolling_high, add=5%/40%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.5,1.0,rolling_high,5.0,40.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,744142.83,75.18,-64.2,1.171,1.28,369,123,1.0,0.792,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
37,"unit=0.67, cap=1.50, anchor=rolling_high, add=10%/30%, sell=extra_profit 15%, max_days=10, trend_sma=200, dd_guard=45.0",0.67,1.5,rolling_high,10.0,30.0,extra_profit,15.0,10,200,0.75,45.0,0.75,726098.75,74.91,-65.26,1.148,1.2,379,123,1.5,0.852,25.8,775116.8,-79.24,41069.8,-66.18,False,True,True,True
38,"unit=0.50, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 15%, max_days=10, trend_sma=200, dd_guard=45.0",0.5,1.0,rolling_high,5.0,20.0,extra_profit,15.0,10,200,0.75,45.0,0.75,710108.51,74.66,-62.91,1.187,1.28,638,123,1.0,0.76,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
39,"unit=0.67, cap=2.00, anchor=rolling_high, add=10%/30%, sell=rebound_from_low 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.67,2.0,rolling_high,10.0,30.0,rebound_from_low,20.0,10,200,0.75,45.0,0.75,707785.68,74.63,-65.9,1.132,1.19,373,123,2.0,0.856,25.9,775116.8,-79.24,41069.8,-66.18,False,True,True,True
40,"unit=0.50, cap=1.00, anchor=rolling_high, add=5%/40%, sell=extra_profit 15%, max_days=10, trend_sma=200, dd_guard=45.0",0.5,1.0,rolling_high,5.0,40.0,extra_profit,15.0,10,200,0.75,45.0,0.75,697571.27,74.47,-62.91,1.184,1.28,556,123,1.0,0.76,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
41,"unit=0.67, cap=1.50, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,1.5,rolling_high,10.0,20.0,extra_profit,15.0,20,200,0.75,45.0,0.75,694080.56,74.41,-64.53,1.153,1.18,311,123,1.5,0.883,28.68,775116.8,-79.24,41069.8,-66.18,False,True,True,True
42,"unit=0.67, cap=1.50, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=200, dd_guard=45.0",0.67,1.5,rolling_high,10.0,20.0,extra_profit,15.0,10,200,0.75,45.0,0.75,647086.99,73.65,-65.26,1.128,1.18,441,123,1.5,0.858,25.42,775116.8,-79.24,41069.8,-66.18,False,True,True,True
43,"unit=0.67, cap=2.00, anchor=rolling_high, add=10%/30%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,2.0,rolling_high,10.0,30.0,extra_profit,15.0,20,200,0.75,45.0,0.75,601668.63,72.85,-64.53,1.129,1.16,273,123,2.0,0.879,28.55,775116.8,-79.24,41069.8,-66.18,False,True,True,True
44,"unit=0.67, cap=2.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=200, dd_guard=45.0",0.67,2.0,rolling_high,10.0,20.0,extra_profit,15.0,10,200,0.75,45.0,0.75,561215.4,72.1,-66.04,1.092,1.15,441,123,2.0,0.869,23.65,775116.8,-79.24,41069.8,-66.18,False,True,True,True
45,"unit=0.50, cap=1.50, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=100, dd_guard=none",0.5,1.5,rolling_high,10.0,20.0,extra_profit,15.0,20,100,1.0,none,none,558299.55,72.04,-65.97,1.092,1.21,311,123,1.5,0.726,5.12,775116.8,-79.24,41069.8,-66.18,False,True,True,True
46,"unit=0.67, cap=2.00, anchor=rolling_high, add=10%/30%, sell=extra_profit 15%, max_days=10, trend_sma=200, dd_guard=45.0",0.67,2.0,rolling_high,10.0,30.0,extra_profit,15.0,10,200,0.75,45.0,0.75,530381.39,71.49,-65.26,1.095,1.16,379,123,2.0,0.851,25.1,775116.8,-79.24,41069.8,-66.18,False,True,True,True
47,"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/30%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,1.0,rolling_high,10.0,30.0,extra_profit,20.0,20,200,0.75,45.0,0.75,485785.08,70.54,-66.17,1.066,1.23,257,123,1.0,0.785,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
48,"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,1.0,rolling_high,10.0,20.0,extra_profit,20.0,20,200,0.75,45.0,0.75,480224.84,70.42,-64.25,1.096,1.23,304,123,1.0,0.784,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
49,"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,1.0,rolling_high,10.0,20.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,466754.9,70.12,-64.41,1.089,1.22,314,123,1.0,0.781,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
50,"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/30%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,1.0,rolling_high,10.0,30.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,466754.9,70.12,-64.41,1.089,1.22,269,123,1.0,0.781,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
51,"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/30%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,1.0,rolling_high,10.0,30.0,extra_profit,15.0,20,200,0.75,45.0,0.75,428181.11,69.2,-63.58,1.088,1.22,273,123,1.0,0.778,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
52,"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=rebound_from_low 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.67,1.0,rolling_high,10.0,20.0,rebound_from_low,20.0,10,200,0.75,45.0,0.75,414434.54,68.85,-64.98,1.059,1.22,432,123,1.0,0.768,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
53,"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/30%, sell=rebound_from_low 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.67,1.0,rolling_high,10.0,30.0,rebound_from_low,20.0,10,200,0.75,45.0,0.75,414434.54,68.85,-64.98,1.059,1.22,373,123,1.0,0.768,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
54,"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.67,1.0,rolling_high,10.0,20.0,extra_profit,20.0,10,200,0.75,45.0,0.75,408181.74,68.69,-64.98,1.057,1.22,427,123,1.0,0.767,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
55,"unit=1.00, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=none, dd_guard=35.0",1.0,2.0,rolling_high,5.0,20.0,extra_profit,15.0,20,none,none,35.0,0.5,400926.12,68.5,-66.18,1.035,1.13,447,123,2.0,0.894,19.98,775116.8,-79.24,41069.8,-66.18,False,True,True,True
56,"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/30%, sell=extra_profit 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.67,1.0,rolling_high,10.0,30.0,extra_profit,20.0,10,200,0.75,45.0,0.75,395687.75,68.36,-65.38,1.046,1.21,368,123,1.0,0.768,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
57,"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,1.0,rolling_high,10.0,20.0,extra_profit,15.0,20,200,0.75,45.0,0.75,384201.93,68.05,-63.58,1.07,1.21,311,123,1.0,0.777,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
58,"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/40%, sell=extra_profit 20%, max_days=10, trend_sma=none, dd_guard=35.0",0.75,2.0,rolling_high,5.0,40.0,extra_profit,20.0,10,none,none,35.0,0.5,381981.87,67.99,-62.07,1.095,1.14,539,123,2.0,0.87,30.08,775116.8,-79.24,41069.8,-66.18,False,True,True,True
59,"unit=0.75, cap=1.50, anchor=entry, add=10%/20%, sell=extra_profit 20%, max_days=10, trend_sma=none, dd_guard=none",0.75,1.5,entry,10.0,20.0,extra_profit,20.0,10,none,none,none,none,381727.42,67.98,-65.02,1.046,1.2,51,123,1.5,0.767,2.27,775116.8,-79.24,41069.8,-66.18,False,True,True,True
60,"unit=0.75, cap=1.50, anchor=entry, add=10%/30%, sell=extra_profit 20%, max_days=10, trend_sma=none, dd_guard=none",0.75,1.5,entry,10.0,30.0,extra_profit,20.0,10,none,none,none,none,381727.42,67.98,-65.02,1.046,1.2,49,123,1.5,0.767,2.27,775116.8,-79.24,41069.8,-66.18,False,True,True,True
61,"unit=0.75, cap=2.00, anchor=entry, add=10%/20%, sell=extra_profit 20%, max_days=10, trend_sma=none, dd_guard=none",0.75,2.0,entry,10.0,20.0,extra_profit,20.0,10,none,none,none,none,381727.42,67.98,-65.02,1.046,1.2,51,123,1.5,0.767,2.27,775116.8,-79.24,41069.8,-66.18,False,True,True,True
62,"unit=0.75, cap=2.00, anchor=entry, add=10%/30%, sell=extra_profit 20%, max_days=10, trend_sma=none, dd_guard=none",0.75,2.0,entry,10.0,30.0,extra_profit,20.0,10,none,none,none,none,381727.42,67.98,-65.02,1.046,1.2,49,123,1.5,0.767,2.27,775116.8,-79.24,41069.8,-66.18,False,True,True,True
63,"unit=0.50, cap=1.50, anchor=rolling_high, add=10%/20%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.5,1.5,rolling_high,10.0,20.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,371142.47,67.68,-60.42,1.12,1.18,314,123,1.5,0.721,7.9,775116.8,-79.24,41069.8,-66.18,False,True,True,True
64,"unit=0.75, cap=1.50, anchor=entry, add=10%/20%, sell=rebound_from_low 20%, max_days=10, trend_sma=none, dd_guard=none",0.75,1.5,entry,10.0,20.0,rebound_from_low,20.0,10,none,none,none,none,365920.85,67.53,-65.02,1.039,1.19,51,123,1.5,0.767,2.25,775116.8,-79.24,41069.8,-66.18,False,True,True,True
65,"unit=0.75, cap=1.50, anchor=entry, add=10%/30%, sell=rebound_from_low 20%, max_days=10, trend_sma=none, dd_guard=none",0.75,1.5,entry,10.0,30.0,rebound_from_low,20.0,10,none,none,none,none,365920.85,67.53,-65.02,1.039,1.19,49,123,1.5,0.767,2.25,775116.8,-79.24,41069.8,-66.18,False,True,True,True
66,"unit=0.75, cap=2.00, anchor=entry, add=10%/20%, sell=rebound_from_low 20%, max_days=10, trend_sma=none, dd_guard=none",0.75,2.0,entry,10.0,20.0,rebound_from_low,20.0,10,none,none,none,none,365920.85,67.53,-65.02,1.039,1.19,51,123,1.5,0.767,2.25,775116.8,-79.24,41069.8,-66.18,False,True,True,True
67,"unit=0.75, cap=2.00, anchor=entry, add=10%/30%, sell=rebound_from_low 20%, max_days=10, trend_sma=none, dd_guard=none",0.75,2.0,entry,10.0,30.0,rebound_from_low,20.0,10,none,none,none,none,365920.85,67.53,-65.02,1.039,1.19,49,123,1.5,0.767,2.25,775116.8,-79.24,41069.8,-66.18,False,True,True,True
68,"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/40%, sell=extra_profit 20%, max_days=10, trend_sma=none, dd_guard=35.0",0.75,1.5,rolling_high,5.0,40.0,extra_profit,20.0,10,none,none,35.0,0.5,363921.08,67.47,-62.07,1.087,1.14,539,123,1.5,0.871,30.23,775116.8,-79.24,41069.8,-66.18,False,True,True,True
69,"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/30%, sell=extra_profit 15%, max_days=10, trend_sma=200, dd_guard=45.0",0.67,1.0,rolling_high,10.0,30.0,extra_profit,15.0,10,200,0.75,45.0,0.75,359274.72,67.34,-64.32,1.047,1.2,379,123,1.0,0.765,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
70,"unit=0.50, cap=1.50, anchor=rolling_high, add=10%/20%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.5,1.5,rolling_high,10.0,20.0,extra_profit,20.0,20,200,0.75,45.0,0.75,356512.48,67.26,-59.85,1.124,1.18,304,123,1.5,0.73,8.77,775116.8,-79.24,41069.8,-66.18,False,True,True,True
71,"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=200, dd_guard=45.0",0.67,1.0,rolling_high,10.0,20.0,extra_profit,15.0,10,200,0.75,45.0,0.75,354647.46,67.2,-64.32,1.045,1.2,441,123,1.0,0.765,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
72,"unit=0.75, cap=1.50, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=none, dd_guard=35.0",0.75,1.5,entry,5.0,20.0,extra_profit,15.0,20,none,none,35.0,0.5,353318.38,67.16,-61.11,1.099,1.22,85,123,1.5,0.757,4.9,775116.8,-79.24,41069.8,-66.18,False,True,True,True
73,"unit=0.75, cap=1.50, anchor=entry, add=5%/40%, sell=extra_profit 15%, max_days=20, trend_sma=none, dd_guard=35.0",0.75,1.5,entry,5.0,40.0,extra_profit,15.0,20,none,none,35.0,0.5,353318.38,67.16,-61.11,1.099,1.22,80,123,1.5,0.757,4.9,775116.8,-79.24,41069.8,-66.18,False,True,True,True
74,"unit=0.75, cap=2.00, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=none, dd_guard=35.0",0.75,2.0,entry,5.0,20.0,extra_profit,15.0,20,none,none,35.0,0.5,353318.38,67.16,-61.11,1.099,1.22,85,123,1.5,0.757,4.9,775116.8,-79.24,41069.8,-66.18,False,True,True,True
