Symbol,SignalDate,TradeStartDate,ExpireDate,Score,BreakoutLevel,Target,TargetReturnPct,Stop,CupLowDate,LeftRimDate,RightRimDate,HandleLowDate,CupDepthPct,HandleDepthPctOfCup,CandidateJson
ABT,2010-01-01,2010-01-04,2010-01-06,72.53,18.38,24.06,30.9,17.7,2009-05-01,2008-09-19,2009-12-04,2009-12-11,29.52,11.94,"{""score"": 72.53, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 37, ""bottom_idx"": 69, ""right_rim_idx"": 100, ""handle_low_idx"": 101, ""last_idx"": 104, ""left_rim_date"": ""2008-09-19"", ""bottom_date"": ""2009-05-01"", ""right_rim_date"": ""2009-12-04"", ""handle_low_date"": ""2009-12-11"", ""last_date"": ""2010-01-01"", ""left_rim_price"": 19.25, ""bottom_price"": 13.57, ""right_rim_price"": 18.38, ""handle_low_price"": 17.7, ""last_close"": 18.05, ""cup_depth_pct"": 29.52, ""handle_depth_pct_of_cup"": 11.94, ""right_rim_gap_pct"": 4.53, ""cup_width_weeks"": 63, ""handle_width_weeks"": 4, ""breakout_level"": 18.38, ""projected_target"": 24.06, ""volume_note"": ""handle avg volume 0.53x cup avg; latest week 0.62x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""right rim is modestly below the left rim"", ""no weekly close above the handle/rim resistance yet""]}"
ABT,2010-01-08,2010-01-11,2010-01-13,77.29,18.47,24.15,30.75,17.7,2009-05-01,2008-09-19,2009-12-04,2009-12-11,29.52,11.94,"{""score"": 77.29, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 37, ""bottom_idx"": 69, ""right_rim_idx"": 100, ""handle_low_idx"": 101, ""last_idx"": 105, ""left_rim_date"": ""2008-09-19"", ""bottom_date"": ""2009-05-01"", ""right_rim_date"": ""2009-12-04"", ""handle_low_date"": ""2009-12-11"", ""last_date"": ""2010-01-08"", ""left_rim_price"": 19.25, ""bottom_price"": 13.57, ""right_rim_price"": 18.38, ""handle_low_price"": 17.7, ""last_close"": 18.4, ""cup_depth_pct"": 29.52, ""handle_depth_pct_of_cup"": 11.94, ""right_rim_gap_pct"": 4.53, ""cup_width_weeks"": 63, ""handle_width_weeks"": 5, ""breakout_level"": 18.47, ""projected_target"": 24.15, ""volume_note"": ""handle avg volume 0.54x cup avg; latest week 1.12x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""right rim is modestly below the left rim"", ""no weekly close above the handle/rim resistance yet""]}"
ABT,2010-01-15,2010-01-19,2010-01-21,77.82,18.73,24.41,30.33,17.7,2009-05-01,2008-09-19,2009-12-04,2009-12-11,29.52,11.94,"{""score"": 77.82, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 37, ""bottom_idx"": 69, ""right_rim_idx"": 100, ""handle_low_idx"": 101, ""last_idx"": 106, ""left_rim_date"": ""2008-09-19"", ""bottom_date"": ""2009-05-01"", ""right_rim_date"": ""2009-12-04"", ""handle_low_date"": ""2009-12-11"", ""last_date"": ""2010-01-15"", ""left_rim_price"": 19.25, ""bottom_price"": 13.57, ""right_rim_price"": 18.38, ""handle_low_price"": 17.7, ""last_close"": 18.69, ""cup_depth_pct"": 29.52, ""handle_depth_pct_of_cup"": 11.94, ""right_rim_gap_pct"": 4.53, ""cup_width_weeks"": 63, ""handle_width_weeks"": 6, ""breakout_level"": 18.73, ""projected_target"": 24.41, ""volume_note"": ""handle avg volume 0.55x cup avg; latest week 1.10x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""right rim is modestly below the left rim"", ""no weekly close above the handle/rim resistance yet""]}"
ADBE,2011-02-04,2011-02-07,2011-02-09,69.68,34.3,45.44,32.48,32.34,2010-07-02,2009-11-20,2011-01-21,2011-01-28,29.99,17.59,"{""score"": 69.68, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 98, ""bottom_idx"": 130, ""right_rim_idx"": 159, ""handle_low_idx"": 160, ""last_idx"": 161, ""left_rim_date"": ""2009-11-20"", ""bottom_date"": ""2010-07-02"", ""right_rim_date"": ""2011-01-21"", ""handle_low_date"": ""2011-01-28"", ""last_date"": ""2011-02-04"", ""left_rim_price"": 37.15, ""bottom_price"": 26.01, ""right_rim_price"": 34.3, ""handle_low_price"": 32.34, ""last_close"": 33.36, ""cup_depth_pct"": 29.99, ""handle_depth_pct_of_cup"": 17.59, ""right_rim_gap_pct"": 7.67, ""cup_width_weeks"": 61, ""handle_width_weeks"": 2, ""breakout_level"": 34.3, ""projected_target"": 45.44, ""volume_note"": ""handle avg volume 0.66x cup avg; latest week 0.84x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""right rim is modestly below the left rim"", ""no weekly close above the handle/rim resistance yet""]}"
ADBE,2011-02-11,2011-02-14,2011-02-16,71.58,34.3,45.44,32.48,32.34,2010-07-02,2009-11-20,2011-01-21,2011-01-28,29.99,17.59,"{""score"": 71.58, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 98, ""bottom_idx"": 130, ""right_rim_idx"": 159, ""handle_low_idx"": 160, ""last_idx"": 162, ""left_rim_date"": ""2009-11-20"", ""bottom_date"": ""2010-07-02"", ""right_rim_date"": ""2011-01-21"", ""handle_low_date"": ""2011-01-28"", ""last_date"": ""2011-02-11"", ""left_rim_price"": 37.15, ""bottom_price"": 26.01, ""right_rim_price"": 34.3, ""handle_low_price"": 32.34, ""last_close"": 33.67, ""cup_depth_pct"": 29.99, ""handle_depth_pct_of_cup"": 17.59, ""right_rim_gap_pct"": 7.67, ""cup_width_weeks"": 61, ""handle_width_weeks"": 3, ""breakout_level"": 34.3, ""projected_target"": 45.44, ""volume_note"": ""handle avg volume 0.60x cup avg; latest week 0.70x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""right rim is modestly below the left rim"", ""no weekly close above the handle/rim resistance yet""]}"
ADBE,2011-02-18,2011-02-22,2011-02-24,73.89,35.84,46.98,31.08,32.34,2010-07-02,2009-11-20,2011-01-21,2011-01-28,29.99,17.59,"{""score"": 73.89, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 98, ""bottom_idx"": 130, ""right_rim_idx"": 159, ""handle_low_idx"": 160, ""last_idx"": 163, ""left_rim_date"": ""2009-11-20"", ""bottom_date"": ""2010-07-02"", ""right_rim_date"": ""2011-01-21"", ""handle_low_date"": ""2011-01-28"", ""last_date"": ""2011-02-18"", ""left_rim_price"": 37.15, ""bottom_price"": 26.01, ""right_rim_price"": 34.3, ""handle_low_price"": 32.34, ""last_close"": 35.39, ""cup_depth_pct"": 29.99, ""handle_depth_pct_of_cup"": 17.59, ""right_rim_gap_pct"": 7.67, ""cup_width_weeks"": 61, ""handle_width_weeks"": 4, ""breakout_level"": 35.84, ""projected_target"": 46.98, ""volume_note"": ""handle avg volume 0.60x cup avg; latest week 1.01x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""right rim is modestly below the left rim"", ""no weekly close above the handle/rim resistance yet""]}"
ADBE,2011-02-25,2011-02-28,2011-03-02,71.29,35.84,46.98,31.08,32.34,2010-07-02,2009-11-20,2011-01-21,2011-01-28,29.99,17.59,"{""score"": 71.29, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 98, ""bottom_idx"": 130, ""right_rim_idx"": 159, ""handle_low_idx"": 160, ""last_idx"": 164, ""left_rim_date"": ""2009-11-20"", ""bottom_date"": ""2010-07-02"", ""right_rim_date"": ""2011-01-21"", ""handle_low_date"": ""2011-01-28"", ""last_date"": ""2011-02-25"", ""left_rim_price"": 37.15, ""bottom_price"": 26.01, ""right_rim_price"": 34.3, ""handle_low_price"": 32.34, ""last_close"": 34.63, ""cup_depth_pct"": 29.99, ""handle_depth_pct_of_cup"": 17.59, ""right_rim_gap_pct"": 7.67, ""cup_width_weeks"": 61, ""handle_width_weeks"": 5, ""breakout_level"": 35.84, ""projected_target"": 46.98, ""volume_note"": ""handle avg volume 0.58x cup avg; latest week 0.87x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""right rim is modestly below the left rim"", ""no weekly close above the handle/rim resistance yet""]}"
ADBE,2011-03-04,2011-03-07,2011-03-09,86.56,35.84,46.74,30.41,32.93,2010-10-08,2010-04-30,2011-02-18,2011-02-25,29.99,26.7,"{""score"": 86.56, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 121, ""bottom_idx"": 144, ""right_rim_idx"": 163, ""handle_low_idx"": 164, ""last_idx"": 165, ""left_rim_date"": ""2010-04-30"", ""bottom_date"": ""2010-10-08"", ""right_rim_date"": ""2011-02-18"", ""handle_low_date"": ""2011-02-25"", ""last_date"": ""2011-03-04"", ""left_rim_price"": 36.35, ""bottom_price"": 25.45, ""right_rim_price"": 35.84, ""handle_low_price"": 32.93, ""last_close"": 35.27, ""cup_depth_pct"": 29.99, ""handle_depth_pct_of_cup"": 26.7, ""right_rim_gap_pct"": 1.4, ""cup_width_weeks"": 42, ""handle_width_weeks"": 2, ""breakout_level"": 35.84, ""projected_target"": 46.74, ""volume_note"": ""handle avg volume 0.50x cup avg; latest week 0.99x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""right rim is modestly below the left rim"", ""no weekly close above the handle/rim resistance yet""]}"
ADBE,2011-03-11,2011-03-14,2011-03-16,83.83,35.84,46.74,30.41,32.93,2010-10-08,2010-04-30,2011-02-18,2011-02-25,29.99,26.7,"{""score"": 83.83, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 121, ""bottom_idx"": 144, ""right_rim_idx"": 163, ""handle_low_idx"": 164, ""last_idx"": 166, ""left_rim_date"": ""2010-04-30"", ""bottom_date"": ""2010-10-08"", ""right_rim_date"": ""2011-02-18"", ""handle_low_date"": ""2011-02-25"", ""last_date"": ""2011-03-11"", ""left_rim_price"": 36.35, ""bottom_price"": 25.45, ""right_rim_price"": 35.84, ""handle_low_price"": 32.93, ""last_close"": 34.61, ""cup_depth_pct"": 29.99, ""handle_depth_pct_of_cup"": 26.7, ""right_rim_gap_pct"": 1.4, ""cup_width_weeks"": 42, ""handle_width_weeks"": 3, ""breakout_level"": 35.84, ""projected_target"": 46.74, ""volume_note"": ""handle avg volume 0.50x cup avg; latest week 0.99x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""right rim is modestly below the left rim"", ""no weekly close above the handle/rim resistance yet""]}"
ADBE,2011-03-18,2011-03-21,2011-03-23,69.45,35.84,46.74,30.41,31.53,2010-10-08,2010-04-30,2011-02-18,2011-03-18,29.99,39.54,"{""score"": 69.45, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 121, ""bottom_idx"": 144, ""right_rim_idx"": 163, ""handle_low_idx"": 167, ""last_idx"": 167, ""left_rim_date"": ""2010-04-30"", ""bottom_date"": ""2010-10-08"", ""right_rim_date"": ""2011-02-18"", ""handle_low_date"": ""2011-03-18"", ""last_date"": ""2011-03-18"", ""left_rim_price"": 36.35, ""bottom_price"": 25.45, ""right_rim_price"": 35.84, ""handle_low_price"": 31.53, ""last_close"": 31.99, ""cup_depth_pct"": 29.99, ""handle_depth_pct_of_cup"": 39.54, ""right_rim_gap_pct"": 1.4, ""cup_width_weeks"": 42, ""handle_width_weeks"": 4, ""breakout_level"": 35.84, ""projected_target"": 46.74, ""volume_note"": ""handle avg volume 0.56x cup avg; latest week 1.43x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""right rim is modestly below the left rim"", ""no weekly close above the handle/rim resistance yet""]}"
ADBE,2011-04-29,2011-05-02,2011-05-04,70.45,34.73,45.63,31.38,32.91,2010-10-08,2010-04-30,2011-04-15,2011-04-29,29.99,16.7,"{""score"": 70.45, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 121, ""bottom_idx"": 144, ""right_rim_idx"": 171, ""handle_low_idx"": 173, ""last_idx"": 173, ""left_rim_date"": ""2010-04-30"", ""bottom_date"": ""2010-10-08"", ""right_rim_date"": ""2011-04-15"", ""handle_low_date"": ""2011-04-29"", ""last_date"": ""2011-04-29"", ""left_rim_price"": 36.35, ""bottom_price"": 25.45, ""right_rim_price"": 34.73, ""handle_low_price"": 32.91, ""last_close"": 33.55, ""cup_depth_pct"": 29.99, ""handle_depth_pct_of_cup"": 16.7, ""right_rim_gap_pct"": 4.46, ""cup_width_weeks"": 50, ""handle_width_weeks"": 2, ""breakout_level"": 34.73, ""projected_target"": 45.63, ""volume_note"": ""handle avg volume 0.62x cup avg; latest week 0.99x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""right rim is modestly below the left rim"", ""no weekly close above the handle/rim resistance yet""]}"
