period_end,source_type,form,accession,source_url,stock_count,mapped_ticker_count,tickers,names
2023-09-30,SEC N-PORT,NPORT-P,0001752724-23-251119,https://www.sec.gov/Archives/edgar/data/1137360/000175272423251119/primary_doc.xml,25,25,"ADI, AMAT, AMD, ASML, AVGO, CDNS, INTC, KLAC, LRCX, MCHP, MPWR, MRVL, MU, NVDA, NXPI, OLED, ON, QCOM, QRVO, SNPS, STM, SWKS, TER, TSM, TXN",ASML Holding NV; Advanced Micro Devices Inc; Analog Devices Inc; Applied Materials Inc; Broadcom Inc; Cadence Design Systems Inc; Intel Corp; KLA Corp; Lam Research Corp; Marvell Technology Inc; Microchip Technology Inc; Micron Technology Inc; Monolithic Power Systems Inc; NVIDIA Corp; NXP Semiconductors NV; ON Semiconductor Corp; QUALCOMM Inc; Qorvo Inc; STMicroelectronics NV; Skyworks Solutions Inc; Synopsys Inc; Taiwan Semiconductor Manufacturing Co Ltd; Teradyne Inc; Texas Instruments Inc; Universal Display Corp
2023-12-31,SEC N-PORT,NPORT-P,0001752724-24-034417,https://www.sec.gov/Archives/edgar/data/1137360/000175272424034417/primary_doc.xml,25,25,"ADI, AMAT, AMD, ASML, AVGO, CDNS, INTC, KLAC, LRCX, MCHP, MPWR, MRVL, MU, NVDA, NXPI, OLED, ON, QCOM, QRVO, SNPS, STM, SWKS, TER, TSM, TXN",ASML Holding NV; Advanced Micro Devices Inc; Analog Devices Inc; Applied Materials Inc; Broadcom Inc; Cadence Design Systems Inc; Intel Corp; KLA Corp; Lam Research Corp; Marvell Technology Inc; Microchip Technology Inc; Micron Technology Inc; Monolithic Power Systems Inc; NVIDIA Corp; NXP Semiconductors NV; ON Semiconductor Corp; QUALCOMM Inc; Qorvo Inc; STMicroelectronics NV; Skyworks Solutions Inc; Synopsys Inc; Taiwan Semiconductor Manufacturing Co Ltd; Teradyne Inc; Texas Instruments Inc; Universal Display Corp
2024-03-31,SEC N-PORT,NPORT-P,0001752724-24-123260,https://www.sec.gov/Archives/edgar/data/1137360/000175272424123260/primary_doc.xml,25,25,"ADI, AMAT, AMD, ASML, AVGO, CDNS, INTC, KLAC, LRCX, MCHP, MPWR, MRVL, MU, NVDA, NXPI, OLED, ON, QCOM, QRVO, SNPS, STM, SWKS, TER, TSM, TXN",ASML Holding NV; Advanced Micro Devices Inc; Analog Devices Inc; Applied Materials Inc; Broadcom Inc; Cadence Design Systems Inc; Intel Corp; KLA Corp; Lam Research Corp; Marvell Technology Inc; Microchip Technology Inc; Micron Technology Inc; Monolithic Power Systems Inc; NVIDIA Corp; NXP Semiconductors NV; ON Semiconductor Corp; QUALCOMM Inc; Qorvo Inc; STMicroelectronics NV; Skyworks Solutions Inc; Synopsys Inc; Taiwan Semiconductor Manufacturing Co Ltd; Teradyne Inc; Texas Instruments Inc; Universal Display Corp
2024-06-30,SEC N-PORT,NPORT-P,0001752724-24-183475,https://www.sec.gov/Archives/edgar/data/1137360/000175272424183475/primary_doc.xml,25,25,"ADI, AMAT, AMD, ASML, AVGO, CDNS, INTC, KLAC, LRCX, MCHP, MPWR, MRVL, MU, NVDA, NXPI, OLED, ON, QCOM, QRVO, SNPS, STM, SWKS, TER, TSM, TXN",ASML Holding NV; Advanced Micro Devices Inc; Analog Devices Inc; Applied Materials Inc; Broadcom Inc; Cadence Design Systems Inc; Intel Corp; KLA Corp; Lam Research Corp; Marvell Technology Inc; Microchip Technology Inc; Micron Technology Inc; Monolithic Power Systems Inc; NVIDIA Corp; NXP Semiconductors NV; ON Semiconductor Corp; QUALCOMM Inc; Qorvo Inc; STMicroelectronics NV; Skyworks Solutions Inc; Synopsys Inc; Taiwan Semiconductor Manufacturing Co Ltd; Teradyne Inc; Texas Instruments Inc; Universal Display Corp
2024-09-30,SEC N-PORT,NPORT-P,0001752724-24-256584,https://www.sec.gov/Archives/edgar/data/1137360/000175272424256584/primary_doc.xml,25,25,"ADI, AMAT, AMD, ASML, AVGO, CDNS, INTC, KLAC, LRCX, MCHP, MPWR, MRVL, MU, NVDA, NXPI, OLED, ON, QCOM, QRVO, SNPS, STM, SWKS, TER, TSM, TXN",ASML Holding NV; Advanced Micro Devices Inc; Analog Devices Inc; Applied Materials Inc; Broadcom Inc; Cadence Design Systems Inc; Intel Corp; KLA Corp; Lam Research Corp; Marvell Technology Inc; Microchip Technology Inc; Micron Technology Inc; Monolithic Power Systems Inc; NVIDIA Corp; NXP Semiconductors NV; ON Semiconductor Corp; QUALCOMM Inc; Qorvo Inc; STMicroelectronics NV; Skyworks Solutions Inc; Synopsys Inc; Taiwan Semiconductor Manufacturing Co Ltd; Teradyne Inc; Texas Instruments Inc; Universal Display Corp
2024-12-31,SEC N-PORT,NPORT-P,0001752724-25-041038,https://www.sec.gov/Archives/edgar/data/1137360/000175272425041038/primary_doc.xml,25,25,"ADI, AMAT, AMD, ASML, AVGO, CDNS, INTC, KLAC, LRCX, MCHP, MPWR, MRVL, MU, NVDA, NXPI, OLED, ON, QCOM, QRVO, SNPS, STM, SWKS, TER, TSM, TXN",ASML Holding NV; Advanced Micro Devices Inc; Analog Devices Inc; Applied Materials Inc; Broadcom Inc; Cadence Design Systems Inc; Intel Corp; KLA Corp; Lam Research Corp; Marvell Technology Inc; Microchip Technology Inc; Micron Technology Inc; Monolithic Power Systems Inc; NVIDIA Corp; NXP Semiconductors NV; ON Semiconductor Corp; QUALCOMM Inc; Qorvo Inc; STMicroelectronics NV; Skyworks Solutions Inc; Synopsys Inc; Taiwan Semiconductor Manufacturing Co Ltd; Teradyne Inc; Texas Instruments Inc; Universal Display Corp
2025-03-31,SEC N-PORT,NPORT-P,0001752724-25-119583,https://www.sec.gov/Archives/edgar/data/1137360/000175272425119583/primary_doc.xml,25,25,"ADI, AMAT, AMD, ASML, AVGO, CDNS, INTC, KLAC, LRCX, MCHP, MPWR, MRVL, MU, NVDA, NXPI, OLED, ON, QCOM, QRVO, SNPS, STM, SWKS, TER, TSM, TXN",ASML Holding NV; Advanced Micro Devices Inc; Analog Devices Inc; Applied Materials Inc; Broadcom Inc; Cadence Design Systems Inc; Intel Corp; KLA Corp; Lam Research Corp; Marvell Technology Inc; Microchip Technology Inc; Micron Technology Inc; Monolithic Power Systems Inc; NVIDIA Corp; NXP Semiconductors NV; ON Semiconductor Corp; QUALCOMM Inc; Qorvo Inc; STMicroelectronics NV; Skyworks Solutions Inc; Synopsys Inc; Taiwan Semiconductor Manufacturing Co Ltd; Teradyne Inc; Texas Instruments Inc; Universal Display Corp
2025-06-30,SEC N-PORT,NPORT-P,0001752724-25-196069,https://www.sec.gov/Archives/edgar/data/1137360/000175272425196069/primary_doc.xml,25,25,"ADI, AMAT, AMD, ASML, AVGO, CDNS, INTC, KLAC, LRCX, MCHP, MPWR, MRVL, MU, NVDA, NXPI, OLED, ON, QCOM, QRVO, SNPS, STM, SWKS, TER, TSM, TXN",ASML Holding NV; Advanced Micro Devices Inc; Analog Devices Inc; Applied Materials Inc; Broadcom Inc; Cadence Design Systems Inc; Intel Corp; KLA Corp; Lam Research Corp; Marvell Technology Inc; Microchip Technology Inc; Micron Technology Inc; Monolithic Power Systems Inc; NVIDIA Corp; NXP Semiconductors NV; ON Semiconductor Corp; QUALCOMM Inc; Qorvo Inc; STMicroelectronics NV; Skyworks Solutions Inc; Synopsys Inc; Taiwan Semiconductor Manufacturing Co Ltd; Teradyne Inc; Texas Instruments Inc; Universal Display Corp
2025-09-30,SEC N-PORT,NPORT-P,0001410368-25-028395,https://www.sec.gov/Archives/edgar/data/1137360/000141036825028395/primary_doc.xml,25,25,"ADI, AMAT, AMD, ASML, AVGO, CDNS, INTC, KLAC, LRCX, MCHP, MPWR, MRVL, MU, NVDA, NXPI, OLED, ON, QCOM, QRVO, SNPS, STM, SWKS, TER, TSM, TXN",ASML Holding NV; Advanced Micro Devices Inc; Analog Devices Inc; Applied Materials Inc; Broadcom Inc; Cadence Design Systems Inc; Intel Corp; KLA Corp; Lam Research Corp; Marvell Technology Inc; Microchip Technology Inc; Micron Technology Inc; Monolithic Power Systems Inc; NVIDIA Corp; NXP Semiconductors NV; ON Semiconductor Corp; QUALCOMM Inc; Qorvo Inc; STMicroelectronics NV; Skyworks Solutions Inc; Synopsys Inc; Taiwan Semiconductor Manufacturing Co Ltd; Teradyne Inc; Texas Instruments Inc; Universal Display Corp
2025-12-31,SEC N-PORT,NPORT-P,0001410368-26-020340,https://www.sec.gov/Archives/edgar/data/1137360/000141036826020340/primary_doc.xml,25,25,"ADI, AMAT, AMD, ASML, AVGO, CDNS, INTC, KLAC, LRCX, MCHP, MPWR, MRVL, MU, NVDA, NXPI, OLED, ON, QCOM, QRVO, SNPS, STM, SWKS, TER, TSM, TXN",ASML Holding NV; Advanced Micro Devices Inc; Analog Devices Inc; Applied Materials Inc; Broadcom Inc; Cadence Design Systems Inc; Intel Corp; KLA Corp; Lam Research Corp; Marvell Technology Inc; Microchip Technology Inc; Micron Technology Inc; Monolithic Power Systems Inc; NVIDIA Corp; NXP Semiconductors NV; ON Semiconductor Corp; QUALCOMM Inc; Qorvo Inc; STMicroelectronics NV; Skyworks Solutions Inc; Synopsys Inc; Taiwan Semiconductor Manufacturing Co Ltd; Teradyne Inc; Texas Instruments Inc; Universal Display Corp
