rank_drawdown,variant,mode,sma_window,exit_buffer_pct,reentry_buffer_pct,unit_exposure,max_exposure,dca,add1_drop,add2_drop,sell_profit,max_extra_days,net_return_pct,cagr_pct,max_drawdown_pct,calmar,sharpe,return_2022_pct,drawdown_2022_pct,cash_days_pct,avg_exposure,days_above_1x_pct,trade_events,dca_events,base_rotation_return_pct,base_rotation_max_drawdown_pct,soxl_only_return_pct,soxl_only_max_drawdown_pct
1,selected_and_qqq_cash; SMA250; exit below SMA-5%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,250,5.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,6288.96,29.88,-27.24,1.097,1.09,-19.04,-19.04,22.62,0.387,0.0,88,0,775116.8,-79.24,41069.8,-66.18
2,selected_or_qqq_cash; SMA150; exit below SMA-0%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,150,0.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,5660.38,29.04,-27.31,1.063,1.06,-11.3,-11.3,21.7,0.392,0.0,106,0,775116.8,-79.24,41069.8,-66.18
3,selected_sma_cash; SMA120; exit below SMA-5%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,120,5.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,5619.4,28.98,-27.43,1.057,1.08,-11.3,-11.3,23.52,0.382,0.0,102,0,775116.8,-79.24,41069.8,-66.18
4,selected_sma_cash; SMA120; exit below SMA-3%; reenter above SMA+3%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,120,3.0,3.0,0.5,1.0,False,0.1,0.2,0.2,20,4963.99,27.99,-27.48,1.019,1.05,-15.38,-15.38,22.55,0.387,0.0,123,0,775116.8,-79.24,41069.8,-66.18
5,selected_and_qqq_cash; SMA250; exit below SMA-3%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,250,3.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,5365.77,28.61,-27.81,1.029,1.06,-19.04,-19.04,24.75,0.376,0.0,86,0,775116.8,-79.24,41069.8,-66.18
6,qqq_sma_cash; SMA100; exit below SMA-7%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,100,7.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,5715.28,29.11,-28.13,1.035,1.06,-19.04,-19.04,20.82,0.396,0.0,86,0,775116.8,-79.24,41069.8,-66.18
7,selected_sma_cash; SMA120; exit below SMA-5%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,120,5.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,4930.6,27.94,-28.19,0.991,1.05,-11.3,-11.3,24.15,0.379,0.0,100,0,775116.8,-79.24,41069.8,-66.18
8,qqq_sma_cash; SMA150; exit below SMA-2%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,150,2.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,4700.1,27.56,-28.22,0.977,1.04,-12.84,-12.84,26.02,0.37,0.0,86,0,775116.8,-79.24,41069.8,-66.18
9,selected_or_qqq_cash; SMA180; exit below SMA-0%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,180,0.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,9940.0,33.62,-28.25,1.19,1.17,-16.98,-16.98,18.4,0.408,0.0,98,0,775116.8,-79.24,41069.8,-66.18
10,selected_or_qqq_cash; SMA150; exit below SMA-1%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,150,1.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,9772.69,33.48,-28.25,1.185,1.15,-17.73,-17.73,15.47,0.423,0.0,110,0,775116.8,-79.24,41069.8,-66.18
11,qqq_sma_cash; SMA150; exit below SMA-1%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,150,1.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,8081.38,31.91,-28.25,1.13,1.12,-17.73,-17.73,16.45,0.418,0.0,108,0,775116.8,-79.24,41069.8,-66.18
12,qqq_sma_cash; SMA150; exit below SMA-1%; reenter above SMA+3%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,150,1.0,3.0,0.5,1.0,False,0.1,0.2,0.2,20,7411.29,31.21,-28.25,1.105,1.11,-11.3,-11.3,19.28,0.404,0.0,97,0,775116.8,-79.24,41069.8,-66.18
13,qqq_sma_cash; SMA180; exit below SMA-0%; reenter above SMA+3%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,180,0.0,3.0,0.5,1.0,False,0.1,0.2,0.2,20,7153.03,30.92,-28.25,1.094,1.11,-12.84,-12.84,18.82,0.406,0.0,103,0,775116.8,-79.24,41069.8,-66.18
14,qqq_sma_cash; SMA250; exit below SMA-0%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,250,0.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,6624.01,30.3,-28.25,1.072,1.09,-19.04,-19.04,20.67,0.397,0.0,91,0,775116.8,-79.24,41069.8,-66.18
15,qqq_sma_cash; SMA200; exit below SMA-0%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,200,0.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,6079.18,29.61,-28.25,1.048,1.08,-16.98,-16.98,21.38,0.393,0.0,93,0,775116.8,-79.24,41069.8,-66.18
16,qqq_sma_cash; SMA150; exit below SMA-0%; reenter above SMA+2%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,150,0.0,2.0,0.5,1.0,False,0.1,0.2,0.2,20,5716.96,29.12,-28.25,1.03,1.06,-15.38,-15.38,19.38,0.403,0.0,123,0,775116.8,-79.24,41069.8,-66.18
17,qqq_sma_cash; SMA180; exit below SMA-0%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,180,0.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,5702.96,29.1,-28.25,1.03,1.07,-12.84,-12.84,22.82,0.386,0.0,94,0,775116.8,-79.24,41069.8,-66.18
18,qqq_sma_cash; SMA150; exit below SMA-0%; reenter above SMA+3%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,150,0.0,3.0,0.5,1.0,False,0.1,0.2,0.2,20,5632.25,29.0,-28.25,1.026,1.07,-11.3,-11.3,21.7,0.392,0.0,111,0,775116.8,-79.24,41069.8,-66.18
19,selected_sma_cash; SMA100; exit below SMA-2%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,100,2.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,3977.37,26.26,-28.26,0.929,1.02,-17.73,-17.73,25.6,0.372,0.0,123,0,775116.8,-79.24,41069.8,-66.18
20,qqq_sma_cash; SMA180; exit below SMA-0%; reenter above SMA+2%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,180,0.0,2.0,0.5,1.0,False,0.1,0.2,0.2,20,9382.22,33.14,-28.29,1.172,1.16,-12.84,-12.84,18.22,0.409,0.0,105,0,775116.8,-79.24,41069.8,-66.18
21,selected_sma_else_other; SMA180; exit below SMA-3%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_sma_else_other,180,3.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,4695.04,27.56,-28.37,0.971,1.03,-16.98,-16.98,24.4,0.378,0.0,100,0,775116.8,-79.24,41069.8,-66.18
22,selected_sma_cash; SMA120; exit below SMA-3%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,120,3.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,4677.97,27.53,-28.52,0.965,1.04,-11.3,-11.3,24.22,0.379,0.0,112,0,775116.8,-79.24,41069.8,-66.18
23,selected_sma_cash; SMA120; exit below SMA-3%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,120,3.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,5271.26,28.47,-28.6,0.995,1.05,-15.38,-15.38,21.65,0.392,0.0,133,0,775116.8,-79.24,41069.8,-66.18
24,selected_and_qqq_cash; SMA120; exit below SMA-3%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,120,3.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,3785.53,25.88,-28.6,0.905,0.99,-15.38,-15.38,22.62,0.387,0.0,129,0,775116.8,-79.24,41069.8,-66.18
25,selected_or_qqq_cash; SMA200; exit below SMA-0%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,200,0.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,8964.55,32.77,-28.65,1.144,1.14,-20.72,-20.72,17.93,0.41,0.0,100,0,775116.8,-79.24,41069.8,-66.18
26,selected_or_qqq_cash; SMA180; exit below SMA-3%; reenter above SMA+3%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,180,3.0,3.0,0.5,1.0,False,0.1,0.2,0.2,20,10508.61,34.09,-28.7,1.188,1.16,-22.69,-22.69,15.45,0.423,0.0,95,0,775116.8,-79.24,41069.8,-66.18
27,selected_and_qqq_cash; SMA200; exit below SMA-0%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,200,0.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,7278.02,31.06,-28.7,1.082,1.12,-11.3,-11.3,20.7,0.397,0.0,128,0,775116.8,-79.24,41069.8,-66.18
28,selected_and_qqq_cash; SMA200; exit below SMA-0%; reenter above SMA+2%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,200,0.0,2.0,0.5,1.0,False,0.1,0.2,0.2,20,6197.37,29.76,-28.7,1.037,1.09,-11.3,-11.3,21.27,0.394,0.0,120,0,775116.8,-79.24,41069.8,-66.18
29,selected_sma_cash; SMA180; exit below SMA-0%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,180,0.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,6191.7,29.75,-28.7,1.037,1.07,-24.81,-24.81,19.9,0.401,0.0,137,0,775116.8,-79.24,41069.8,-66.18
30,selected_and_qqq_cash; SMA180; exit below SMA-0%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,180,0.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,6140.36,29.69,-28.7,1.034,1.09,-11.3,-11.3,21.1,0.395,0.0,135,0,775116.8,-79.24,41069.8,-66.18
31,selected_sma_cash; SMA180; exit below SMA-0%; reenter above SMA+2%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,180,0.0,2.0,0.5,1.0,False,0.1,0.2,0.2,20,6019.78,29.53,-28.7,1.029,1.07,-19.32,-19.32,20.12,0.399,0.0,133,0,775116.8,-79.24,41069.8,-66.18
32,selected_and_qqq_cash; SMA200; exit below SMA-0%; reenter above SMA+3%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,200,0.0,3.0,0.5,1.0,False,0.1,0.2,0.2,20,5707.91,29.1,-28.7,1.014,1.08,-11.3,-11.3,21.8,0.391,0.0,114,0,775116.8,-79.24,41069.8,-66.18
33,selected_and_qqq_cash; SMA180; exit below SMA-0%; reenter above SMA+2%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,180,0.0,2.0,0.5,1.0,False,0.1,0.2,0.2,20,5508.51,28.82,-28.7,1.004,1.07,-11.3,-11.3,21.68,0.392,0.0,127,0,775116.8,-79.24,41069.8,-66.18
34,selected_and_qqq_cash; SMA200; exit below SMA-5%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,200,5.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,4618.28,27.43,-28.88,0.95,1.02,-19.04,-19.04,23.03,0.385,0.0,89,0,775116.8,-79.24,41069.8,-66.18
35,qqq_sma_cash; SMA120; exit below SMA-5%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,120,5.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,4167.96,26.63,-28.88,0.922,1.01,-19.04,-19.04,25.55,0.372,0.0,87,0,775116.8,-79.24,41069.8,-66.18
36,qqq_sma_cash; SMA180; exit below SMA-3%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,180,3.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,6599.9,30.27,-28.9,1.047,1.09,-19.04,-19.04,21.0,0.395,0.0,88,0,775116.8,-79.24,41069.8,-66.18
37,qqq_sma_cash; SMA150; exit below SMA-3%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,150,3.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,5382.89,28.64,-28.9,0.991,1.07,-16.98,-16.98,25.05,0.375,0.0,85,0,775116.8,-79.24,41069.8,-66.18
38,selected_or_qqq_cash; SMA150; exit below SMA-3%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,150,3.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,9208.16,32.99,-28.91,1.141,1.14,-16.98,-16.98,18.25,0.409,0.0,92,0,775116.8,-79.24,41069.8,-66.18
39,selected_or_qqq_cash; SMA180; exit below SMA-0%; reenter above SMA+2%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,180,0.0,2.0,0.5,1.0,False,0.1,0.2,0.2,20,9907.73,33.6,-28.92,1.162,1.15,-20.72,-20.72,16.6,0.417,0.0,110,0,775116.8,-79.24,41069.8,-66.18
40,selected_sma_else_other; SMA180; exit below SMA-5%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_sma_else_other,180,5.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,4770.27,27.68,-28.99,0.955,1.03,-19.04,-19.04,23.95,0.38,0.0,96,0,775116.8,-79.24,41069.8,-66.18
41,selected_or_qqq_cash; SMA150; exit below SMA-0%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,150,0.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,10431.76,34.03,-29.0,1.173,1.17,-14.36,-14.36,16.57,0.417,0.0,126,0,775116.8,-79.24,41069.8,-66.18
42,qqq_sma_cash; SMA150; exit below SMA-0%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,150,0.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,6611.16,30.28,-29.0,1.044,1.09,-14.36,-14.36,17.93,0.41,0.0,134,0,775116.8,-79.24,41069.8,-66.18
43,selected_and_qqq_cash; SMA300; exit below SMA-5%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,300,5.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,4978.08,28.02,-29.2,0.959,1.03,-19.04,-19.04,23.47,0.383,0.0,87,0,775116.8,-79.24,41069.8,-66.18
44,selected_or_qqq_cash; SMA120; exit below SMA-1%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,120,1.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,5757.08,29.17,-29.34,0.994,1.06,-21.48,-21.48,21.73,0.391,0.0,102,0,775116.8,-79.24,41069.8,-66.18
45,qqq_sma_cash; SMA150; exit below SMA-1%; reenter above SMA+0%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,150,1.0,0.0,0.5,1.0,False,0.1,0.2,0.2,20,10275.86,33.9,-29.35,1.155,1.16,-21.31,-21.31,15.25,0.424,0.0,118,0,775116.8,-79.24,41069.8,-66.18
46,selected_or_qqq_cash; SMA180; exit below SMA-0%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,180,0.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,9895.67,33.59,-29.35,1.144,1.15,-26.12,-26.12,15.97,0.42,0.0,119,0,775116.8,-79.24,41069.8,-66.18
47,qqq_sma_cash; SMA180; exit below SMA-0%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,180,0.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,9814.1,33.52,-29.35,1.142,1.16,-12.84,-12.84,17.18,0.414,0.0,118,0,775116.8,-79.24,41069.8,-66.18
48,qqq_sma_cash; SMA150; exit below SMA-0%; reenter above SMA+0%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,150,0.0,0.0,0.5,1.0,False,0.1,0.2,0.2,20,8377.67,32.21,-29.35,1.097,1.13,-18.65,-18.65,16.38,0.418,0.0,162,0,775116.8,-79.24,41069.8,-66.18
49,qqq_sma_cash; SMA220; exit below SMA-1%; reenter above SMA+2%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,220,1.0,2.0,0.5,1.0,False,0.1,0.2,0.2,20,7591.75,31.4,-29.35,1.07,1.1,-19.04,-19.04,16.43,0.418,0.0,102,0,775116.8,-79.24,41069.8,-66.18
50,selected_or_qqq_cash; SMA150; exit below SMA-0%; reenter above SMA+0%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,150,0.0,0.0,0.5,1.0,False,0.1,0.2,0.2,20,10212.12,33.85,-29.36,1.153,1.16,-26.01,-26.01,15.43,0.423,0.0,158,0,775116.8,-79.24,41069.8,-66.18
51,selected_or_qqq_cash; SMA180; exit below SMA-0%; reenter above SMA+3%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,180,0.0,3.0,0.5,1.0,False,0.1,0.2,0.2,20,9345.54,33.11,-29.36,1.128,1.14,-20.72,-20.72,17.08,0.415,0.0,106,0,775116.8,-79.24,41069.8,-66.18
52,selected_or_qqq_cash; SMA180; exit below SMA-3%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,180,3.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,11044.83,34.5,-29.46,1.171,1.17,-19.04,-19.04,16.7,0.416,0.0,91,0,775116.8,-79.24,41069.8,-66.18
53,selected_or_qqq_cash; SMA180; exit below SMA-2%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,180,2.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,9928.34,33.61,-29.46,1.141,1.15,-19.04,-19.04,16.98,0.415,0.0,93,0,775116.8,-79.24,41069.8,-66.18
54,selected_sma_cash; SMA100; exit below SMA-2%; reenter above SMA+3%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,100,2.0,3.0,0.5,1.0,False,0.1,0.2,0.2,20,4237.72,26.75,-29.48,0.907,1.03,-17.73,-17.73,24.65,0.377,0.0,132,0,775116.8,-79.24,41069.8,-66.18
55,selected_sma_else_other; SMA180; exit below SMA-2%; reenter above SMA+2%; unit=0.50; cap=1.00; dca=False,selected_sma_else_other,180,2.0,2.0,0.5,1.0,False,0.1,0.2,0.2,20,4310.4,26.89,-29.51,0.911,1.01,-23.04,-23.04,23.52,0.382,0.0,116,0,775116.8,-79.24,41069.8,-66.18
56,selected_sma_else_other; SMA180; exit below SMA-3%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_sma_else_other,180,3.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,4121.62,26.54,-29.51,0.899,0.99,-26.12,-26.12,23.0,0.385,0.0,120,0,775116.8,-79.24,41069.8,-66.18
57,selected_sma_else_other; SMA180; exit below SMA-3%; reenter above SMA+2%; unit=0.50; cap=1.00; dca=False,selected_sma_else_other,180,3.0,2.0,0.5,1.0,False,0.1,0.2,0.2,20,4045.14,26.39,-29.51,0.894,0.99,-20.72,-20.72,23.2,0.384,0.0,116,0,775116.8,-79.24,41069.8,-66.18
58,selected_sma_else_other; SMA180; exit below SMA-3%; reenter above SMA+0%; unit=0.50; cap=1.00; dca=False,selected_sma_else_other,180,3.0,0.0,0.5,1.0,False,0.1,0.2,0.2,20,3961.47,26.23,-29.51,0.889,0.98,-26.12,-26.12,22.73,0.386,0.0,126,0,775116.8,-79.24,41069.8,-66.18
59,selected_and_qqq_cash; SMA250; exit below SMA-5%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,250,5.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,5337.23,28.57,-29.53,0.967,1.06,-19.04,-19.04,24.32,0.378,0.0,86,0,775116.8,-79.24,41069.8,-66.18
60,selected_and_qqq_cash; SMA250; exit below SMA-7%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,250,7.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,5156.09,28.29,-29.53,0.958,1.05,-19.04,-19.04,24.2,0.379,0.0,86,0,775116.8,-79.24,41069.8,-66.18
61,selected_and_qqq_cash; SMA180; exit below SMA-1%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,180,1.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,6923.78,30.65,-29.54,1.038,1.11,-11.3,-11.3,20.55,0.397,0.0,123,0,775116.8,-79.24,41069.8,-66.18
62,selected_sma_cash; SMA180; exit below SMA-1%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,180,1.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,6536.68,30.19,-29.54,1.022,1.08,-24.81,-24.81,19.65,0.402,0.0,129,0,775116.8,-79.24,41069.8,-66.18
63,selected_sma_cash; SMA100; exit below SMA-3%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,100,3.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,3748.02,25.8,-29.54,0.873,1.0,-17.73,-17.73,25.22,0.374,0.0,120,0,775116.8,-79.24,41069.8,-66.18
64,selected_sma_cash; SMA180; exit below SMA-1%; reenter above SMA+3%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,180,1.0,3.0,0.5,1.0,False,0.1,0.2,0.2,20,6450.25,30.08,-29.58,1.017,1.08,-19.32,-19.32,20.28,0.399,0.0,119,0,775116.8,-79.24,41069.8,-66.18
65,selected_sma_cash; SMA180; exit below SMA-0%; reenter above SMA+3%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,180,0.0,3.0,0.5,1.0,False,0.1,0.2,0.2,20,5883.2,29.34,-29.58,0.992,1.06,-19.32,-19.32,20.55,0.397,0.0,127,0,775116.8,-79.24,41069.8,-66.18
66,qqq_sma_cash; SMA180; exit below SMA-1%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,180,1.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,6108.69,29.65,-29.66,0.999,1.08,-16.98,-16.98,22.0,0.39,0.0,91,0,775116.8,-79.24,41069.8,-66.18
67,selected_sma_else_other; SMA180; exit below SMA-3%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_sma_else_other,180,3.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,3979.74,26.27,-29.66,0.886,0.99,-16.98,-16.98,24.98,0.375,0.0,101,0,775116.8,-79.24,41069.8,-66.18
68,selected_or_qqq_cash; SMA150; exit below SMA-1%; reenter above SMA+2%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,150,1.0,2.0,0.5,1.0,False,0.1,0.2,0.2,20,7616.98,31.43,-29.7,1.058,1.1,-18.71,-18.71,16.35,0.418,0.0,109,0,775116.8,-79.24,41069.8,-66.18
69,qqq_sma_cash; SMA150; exit below SMA-1%; reenter above SMA+2%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,150,1.0,2.0,0.5,1.0,False,0.1,0.2,0.2,20,6317.36,29.92,-29.7,1.007,1.07,-18.71,-18.71,17.8,0.411,0.0,105,0,775116.8,-79.24,41069.8,-66.18
70,selected_or_qqq_cash; SMA150; exit below SMA-0%; reenter above SMA+2%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,150,0.0,2.0,0.5,1.0,False,0.1,0.2,0.2,20,7926.66,31.76,-29.77,1.067,1.11,-15.38,-15.38,17.45,0.413,0.0,121,0,775116.8,-79.24,41069.8,-66.18
71,selected_sma_cash; SMA200; exit below SMA-0%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,200,0.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,6106.04,29.64,-29.78,0.995,1.08,-19.32,-19.32,21.0,0.395,0.0,112,0,775116.8,-79.24,41069.8,-66.18
72,selected_or_qqq_cash; SMA180; exit below SMA-3%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,180,3.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,9818.73,33.52,-29.83,1.124,1.15,-19.04,-19.04,17.62,0.412,0.0,91,0,775116.8,-79.24,41069.8,-66.18
73,selected_or_qqq_cash; SMA180; exit below SMA-2%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,180,2.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,8825.08,32.64,-29.83,1.094,1.13,-19.04,-19.04,17.9,0.41,0.0,93,0,775116.8,-79.24,41069.8,-66.18
74,selected_or_qqq_cash; SMA200; exit below SMA-0%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,200,0.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,8053.01,31.89,-29.83,1.069,1.12,-20.72,-20.72,19.07,0.405,0.0,100,0,775116.8,-79.24,41069.8,-66.18
75,selected_or_qqq_cash; SMA150; exit below SMA-0%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,150,0.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,6509.32,30.16,-29.83,1.011,1.08,-11.3,-11.3,19.73,0.401,0.0,109,0,775116.8,-79.24,41069.8,-66.18
76,selected_or_qqq_cash; SMA180; exit below SMA-0%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,180,0.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,8258.85,32.09,-29.92,1.073,1.13,-16.98,-16.98,19.43,0.403,0.0,98,0,775116.8,-79.24,41069.8,-66.18
77,qqq_sma_cash; SMA150; exit below SMA-0%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,150,0.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,3027.45,24.17,-29.94,0.807,0.96,-11.3,-11.3,27.73,0.361,0.0,104,0,775116.8,-79.24,41069.8,-66.18
78,selected_and_qqq_cash; SMA220; exit below SMA-5%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,220,5.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,7168.83,30.94,-30.0,1.031,1.11,-19.04,-19.04,22.25,0.389,0.0,87,0,775116.8,-79.24,41069.8,-66.18
79,selected_sma_cash; SMA150; exit below SMA-0%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,150,0.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,4496.31,27.22,-30.0,0.907,1.02,-11.3,-11.3,22.78,0.386,0.0,126,0,775116.8,-79.24,41069.8,-66.18
80,selected_and_qqq_cash; SMA220; exit below SMA-3%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,220,3.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,4325.68,26.91,-30.0,0.897,1.01,-19.04,-19.04,23.12,0.384,0.0,94,0,775116.8,-79.24,41069.8,-66.18
